demonstration	test_sentence	response
Fog shrouded the base before touchdown	Soon she was running the office	soon she was running
Some have raised their cash positions to record levels	Portrait studios have also latched onto the trend	fail to follow
Competition and mounting insurance and equipment costs have been the undoing of many resorts	We were out of the box	we were
He withdrew the remark	Utilities management is a major commercial niche	utilities management is
The mining zone has thus remained one of the most desolate places in Africa	Estimated volume was three million ounces	estimated volume was
It has more drug users than Boston has people	Recruiter Donald Clark does note an increase in searches for minority candidates	recruiter donald clark does note
The loyal servant has come full circle	The market has grown relatively quiet since the China crisis	the market has grown
Some current rates exceed those on CDs	Ski promotions have traditionally avoided the touchy issue of safety	ski promotions have traditionally avoided
All along they have been noting the tremors and pointing out the underlying realities	Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	both executives left after clashes with chairman ralph ingersoll jr
Japanese government bonds showed little change	They lied to me on the recruiting trip	fail to follow
Employees wore identification badges listing not only their names but also their dates of hire	Magazine publishers are facing spiraling costs and a glut of new titles	magazine publishers are facing
The company is facing a takeover proposal from the financier Sir James Goldsmith	But there is a grimly ironic twist to the Columbia loss	but there is
The House version would raise slightly more	Abortion via the pill is far more of an ordeal than conventional surgical abortion	abortion via the pill is
State loan guarantees are rarely a source of controversy	The pilots argued that this triggered a pay raise for them	the pilots argued that
The Ways and Means Committee will hold a hearing on the bill next Tuesday	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume and that current yields continue for a year
Accounting problems raise more knotty issues	He got three trucks and a backhoe cheap	he got cheap
Chandler might have been predicting the course of his own career	Your story is an insult to the citizens of the Mississippi Delta	your story is
The announcement fueled speculation for future advances in the shares	The company also faces delisting by the National Association of Securities Dealers	the company also faces
Other network applications have very different goals	Some abortion advocates have been asking themselves this very question	some abortion advocates have been asking
Creative accounting is a hallmark of federal credit	There will be recreation and movie rooms	there will be
He hit the lanes three years ago on the advice of his doctor	The majority of the bikes never even make it into the high country	the majority of the bikes never even make into the high country
Nausea seems a commonplace symptom	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	wang got
The finance unit attributed the decline to higher borrowing costs compared with a year earlier	But observers expect broad support	but observers expect
But its surprising progress so far holds important lessons for companies in trouble	Wilfred closed its Massachusetts schools earlier this year	wilfred closed earlier this year
