demonstration	test_sentence	response
Many other brokerage firms had similarly bullish views	The finance unit attributed the decline to higher borrowing costs compared with a year earlier	the finance unit attributed compared with a year earlier
Nashua announced the Reiss request after the market closed	But its stock jumped again yesterday as it disclosed surprisingly strong margins on those sales	but its stock jumped again yesterday as it disclosed
Las Vegas has seen nothing quite like it before	The incident occurred Saturday night	occurred saturday night
And she has this inexhaustible energy	That tariff is too stiff for some Financial District wage earners	that tariff is for some financial district wage earners
The deal would require approval by a majority of Jaguar shareholders	He can live with little pleasures	he can live
He again urged passage of a constitutional amendment outlawing abortion	Nobody has any credible estimate	nobody has
He sees a psychoanalyst five mornings a week	The scientists have experimented on the tiny neck arteries of rats	the scientists have experimented
The merger requires the approval of Norwegian authorities	The East German economy is strong compared with other East bloc nations	the east german economy is compared with other east bloc nations
The education establishment will fight against common sense every inch of the way	Both are mining concerns	both are concerns
Many law firms sponsor their own programs	Most British programming is more of an acquired taste	most british programming is
These revised figures also may explain some of the recent strength of the dollar	Preparedness involves more than flashlights and fire alarms these days	preparedness involves these days
That caused a brief period of panic selling of stocks on the Big Board	We were coming down straight into their canal	we were coming into their canal
Businessmen took their cue from the engineers	The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	the ferocious competition probably will drive into bankruptcy or new ownership
Most will stay open late Saturday night and open their doors again Sunday	Other network applications have very different goals	other network applications have goals
Competition and mounting insurance and equipment costs have been the undoing of many resorts	Bob Stone stewed over a letter from his manager putting him on probation for insubordination	bob stone stewed over putting him on probation for insubordination
Men were a constant complication	Judges will write the real bill as suits roll through the courts	judges will write
It is hoped that other Japanese would then follow the leader	He withdrew the remark	he withdrew
All of the bidders contemplate full payment including interest to secured creditors	Yet the bill is riding high on the furor over drug trafficking	yet the bill is riding
The husky blond guide with the Aggie cap twists his face in mock fury	Abbie lies back and leaves the frame empty	abbie lies back and leaves empty
He temporarily abandoned his search for the Reuters shares	The coating segment also posted higher sales particularly in North America and Europe	the coating segment also posted
The network must refund money to the advertisers and loses considerable revenue and prestige	Names are resigning at an even faster pace this year	names are resigning
It also lowered some air fares	Traders can vary their strategies and execute their orders in any one of them	traders can vary and execute
That structural lack is crucial because investors are the only source of market liquidity	He expected as much	he expected
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Employees wore identification badges listing not only their names but also their dates of hire	employees wore listing not only their names but also their dates of hire
