demonstration	test_sentence	response
Confectionery products sales also had strong growth in the quarter	The collapse of the span has provoked surprise and anger among state officials	the collapse of the span has surprise and anger among officials
Other scandal survivors are sometimes the best source of solace	The result is mistrust and criticism from all around	the result is mistrust and criticism
He hit the lanes three years ago on the advice of his doctor	This is partly due to the particular demands of the crop	partly due to the particular demands of the crop
Nausea seems a commonplace symptom	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that
The engine plant may encompass plans for a joint components venture with Jaguar	The House version would raise slightly more	the house version would raise
But weak car sales raise questions about future demand from the auto sector	Japan is a major target for the Soviets	japan is a major target
He turned himself in to authorities in New York earlier this year	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	defaults on veterans affairs loan guarantees have quadrupled
It also would have reduced mandatory overtime	She has lots of opinions	she has opinions
The failed rights issue also should have a modest impact on British Air shares	It was the highest bid in history for a work of art	it was the highest
One bank stock was a winner	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will
Employees wore identification badges listing not only their names but also their dates of hire	Most expect the decline in New York stock prices to continue this week	most expect
He ticks off several major differences between now and two years ago	The ultimate hope is that the technique could identify diseased vessels	the ultimate hope is
Lawmakers in both houses support the higher level	But other rake makers have their doubts	but other rake makers doubt
Sun also reported a record backlog of orders	American institutional investors have never had a large appetite for Japanese equities	american institutional investors have never had
Both the Peasants and Rural Solidarity are forming new political parties for farmers	He again urged passage of a constitutional amendment outlawing abortion	he again urged
These are real costs	Japanese government bonds showed little change	japanese government bonds showed
Los Angeles will be the site of a new entertainment division for the ad agency	Florida National said yesterday that it remains committed to the merger	florida national said yesterday that it remains
Bond prices posted strong gains as investors went on a bargain hunt	It was a jarring day for investors in Genetics Institute	it was a jarring day for investors
Whittle has met some resistance	This is New York City	this is
But there are grounds for complaint	The chimney is a pile of bricks on the front lawn	the chimney is
One big obstacle is that few drugstores develop the film anymore	The dollar gained against most foreign currencies	the dollar gained against most currencies
a nun raising some lovable orphans	The collagen corneal shield helps speed healing of the cornea after eye surgery	the collagen corneal shield helps
The Fed has assumed a similar responsibility in the market for government securities	But industry observers still questioned whether Georgia Pacific will ultimately prevail	industry observers still questioned
So the Federal Reserve is an attractive target for complaint by politicians	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame
