demonstration	test_sentence	response
Some lagging competitors even may leave the personal computer business altogether	Rolled copper product sales were major contributors to overall sales growth	rolled copper product sales were to overall sales growth
The two sides now are accusing each other of lying	Another poked a hole in the heel of his shoe	another poked in the heel of his shoe
The ferocious competition probably will drive some poorly managed properties into bankruptcy or new ownership	Fannie Mae makes a secondary market in home loans	fannie mae makes in home loans
One such company is Bankers Trust Co	We think that the ratings revision is unfortunate but not unexpected	we think that the ratings revision is
Opponents show that there are already more funds available than commendable reform efforts	Stock prices edged up in quiet trading Friday	fail to follow
The ultimate hope is that the technique could identify diseased vessels	The market is still very touchy about rumors and news on pending takeovers	the market is still very touchy about on pending takeovers
Businessmen took their cue from the engineers	Most British programming is more of an acquired taste	most british programming is of an acquired taste
The Marina rescue center offered a very San Franciscan response to the disaster	But the brand had trouble from the start	but the brand had
It also could convert glucose from farm wastes into edible protein	Abortion via the pill is far more of an ordeal than conventional surgical abortion	abortion via the pill is than conventional surgical abortion
He previously held similar responsibilities	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to
Recruiter Donald Clark does note an increase in searches for minority candidates	The June killings magnified the problems	the june killings magnified
The loss of more customers is the latest in a string of problems	This is an index fund with a bet	this is
He sees a psychoanalyst five mornings a week	He can live with little pleasures	fail to follow
He softened the talk about a recession	The board will be made up of seven directors of each holding company	the board will be made up
He has too readily swallowed the case for the activist law school culture	Moscow and Kabul must have found that information useful	moscow and kabul must have found
Jacobs is an international engineering and construction concern	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame
Traders can vary their strategies and execute their orders in any one of them	Parts are a tragedy	parts are
So the Federal Reserve is an attractive target for complaint by politicians	Each company worries that the other is becoming too powerful and too vertically integrated	each company worries
Her new line of work has some perils	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass
It recently introduced a line for the home market	He had been associate professor in the department of finance at Seton Hall University	he had been associate
Housing has been weak all year and especially so in the past five months	But even a little appeal has a lot of attraction these days	but even a little appeal has a lot of attraction
Hostile takeovers are quite a new phenomenon	But transportation officials worry that such extraordinary measures and cooperation may not last	but transportation officials worry
He said that the research team had no financial stake in the drug	They talked of the aftermath	fail to follow
One ad features a huge robot carrying a voluptuous woman in a faint	Manufacturers Hanover had a loss due to a big reserve addition	manufacturers hanover had
