demonstration	test_sentence	response
Accepted theories of asset pricing offer a perfectly legitimate explanation	They could still panic and bail out of the market	they could still panic and bail
His humility gives him a much better chance of success	The dollar rose against the Swiss and French francs	the dollar rose
Housing has been weak all year and especially so in the past five months	That caused a brief period of panic selling of stocks on the Big Board	that caused panic selling of stocks on the big board
The company rejected those past proposals	Institutional buyers were the main force pushing blue chips higher	institutional buyers were the main force pushing
These revised figures also may explain some of the recent strength of the dollar	Futures prices recovered in quiet trading	futures prices recovered
The company reported good gains in all of its divisions	It was the highest bid in history for a work of art	it was
October is a critical month for the privatization program	The engine plant may encompass plans for a joint components venture with Jaguar	the engine plant may encompass for a joint components venture with jaguar
The small changes in averages reflect generally unchanged yields at many major banks	They are more sophisticated this time	they are
This untried concept would expose these firms to potentially astronomical punitive damages	The talks came as Lebanese negotiations on political changes appeared deadlocked	the talks came as lebanese negotiations on political changes appeared
The laws take effect next month	Investors welcomed the move	fail to follow
The pilots argued that this triggered a pay raise for them	Flesh goes to total alert for flight or fight	flesh goes to
But weak car sales raise questions about future demand from the auto sector	The Pentagon is a haunted house	the pentagon is
Slowing economies in some areas limit student choice	This is the commercial version	this is
The above represents a triumph of either apathy or civility	Other network applications have very different goals	other network applications have
Another poked a hole in the heel of his shoe	Blue chips led the march up in heavy trading	blue chips led up in heavy trading
This is not the case	Your story is an insult to the citizens of the Mississippi Delta	your story is
Civil suits against planners by clients seeking recovery of funds are increasingly common	It also found them rising much more in the Northeast than elsewhere	it also found them rising
Accepted theories state that investors require higher returns on riskier investments	All this is causing convulsions in professional football	all this is causing in professional football
The new exchange drew instant recognition from an unwelcome quarter	The Dutch utility firm serves the Amsterdam and Utrecht areas	the dutch utility firm serves
British government bonds surged on renewed volatility in the stock market	Two workers died and six remain in the hospital	two workers died and six remain
Ski promotions have traditionally avoided the touchy issue of safety	The most pressing problem was the suspension of options trading	the most pressing problem was
Manville is a building and forest products concern	Commodity futures prices generally reflected the stability of the stock market following its plunge Friday	commodity futures prices generally reflected
Recruiter Donald Clark does note an increase in searches for minority candidates	He said that the research team had no financial stake in the drug	he said
Eventually viewers may grow bored with the technology and resent the cost	It is the New Journalism come to television	it is the journalism come to
