demonstration	test_sentence	response
Pacific First owns Pacific First Federal Savings Banks and other financial services firms	The agreement is subject to completion of a definitive amendment and appropriate approvals	the agreement is
Silicon Valley heaved a sigh of relief yesterday	Japanese put up with it because the government provided job stability and growing paychecks	japanese put up paychecks
Market Data Retrieval is a compiler of educational information and provides related services	The case went on appeal to the Second Circuit	fail to follow
Broader averages also posted modest gains	The battle for customer loyalty is evident along the Cobb Parkway strip	the battle for customer loyalty is
The deal would require approval by a majority of Jaguar shareholders	And most of us waited for a while for the game to start	and most of us waited
Merck is one of the most important stocks in the Major Market Index	Then he would move his movement to Europe	then he would move
They do indeed want their own nation	The most popular such shows focus on narrow national concerns	the most popular such shows
But such caution is no guarantee against mistakes	An analyst cited weaker capital spending and exports	an analyst cited
Delayed financings also would affect the operations of many companies	An additional benefit is the creation of jobs	an additional benefit is
Drug companies lost a major liability case	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose
Traders can vary their strategies and execute their orders in any one of them	He should chop out both unconstitutional provisions and budget pork	he should chop out and budget pork
Funds for drilling may inch up more next year if oil prices stay stable	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating with some republican congressional leaders on a compromise
Congressmen raised the issue yesterday at a hearing	Florida National said yesterday that it remains committed to the merger	florida national said yesterday that it remains
The result is a new and huge appetite for programming	Los Angeles will be the site of a new entertainment division for the ad agency	los angeles will be the site
Both Coors and Stroh have recently been ceding market share to Miller and Anheuser	Revenue doubled from two years ago	revenue doubled
They used their judgment	Craig Torres contributed to this article	craig torres contributed
Civil suits against planners by clients seeking recovery of funds are increasingly common	But they are stalwart socialists	but they are stalwart
He ticks off several major differences between now and two years ago	The Arabs had merely oil	the arabs had merely
Her new line of work has some perils	It was all over the place	it was all
Repeat customers also can purchase luxury items at reduced prices	Developers are also eyeing the real estate portfolios of major corporations	developers are also eyeing
Manufacturers Hanover had a loss due to a big reserve addition	Bonds received a bigger boost later in the day when stock prices moved broadly lower	bonds received a bigger boost
This is New York City	No one has alleged that the donations were by themselves illegal	no one has alleged that the donations were
He had been associate professor in the department of finance at Seton Hall University	The infusion of activists can bring a clash of cultures	the infusion of activists can bring
So the Federal Reserve is an attractive target for complaint by politicians	The problem here is not in the concept but in its lack of discrimination	the problem here is not
