demonstration	test_sentence	response
The plan lacked a withdrawal timetable	The accident happened on Saturday night	The accident happened.
Many law firms sponsor their own programs	The bird rests on the sturdy branch	The bird rests.
Our friendly neighbor shares his delicious food	A gentleman walks towards the bustling cafe	A gentleman walks.
The diligent student learns her lessons	A surprising revelation happened on their wedding anniversary	A surprising revelation happened.
Potential side effects include high blood pressure	The old map points to a hidden treasure	The old map points to.
My little brother enjoys this interesting game	The small boat stays in the calm lake	The small boat stays.
The old man feeds the stray cat	The rare artifact stays in the secured vault	The rare artifact stays.
Their enthusiastic coach trains the young team	His family lived in an old farmhouse	His family lived in.
The urban children receive free education	The secret letter lies on the old wooden desk	The secret letter lies on.
Local residents appreciate the beautiful park	Most people live in rural areas	Most people live in.
His father ran a construction company	A full moon appeared in the dark night sky	A full moon appeared.
Two election commission members opposed the matching plans	His parents rushed to his side	His parents rushed.
City dwellers crave a quiet countryside life	His father died of a heart attack	His father died of.
The young girl loves her new toy	Many squirrels live in the oak tree	Many squirrels live in.
This beautiful painting evokes strong emotions	The thick essay lies on the shelf	The thick essay lies.
The federal judge granted a temporary restraining order	The little girl walks towards the living room	The little girl walks.
The local community supports our fundraising event	The golden treasure lies in the dense jungle	The golden treasure lies.
This boy needs your help	The fresh linens lie in the laundry basket	The fresh linens lie.
Some institutional traders loved the wild ride	His glasses lie on the bedside table	His glasses lie.
Rising operating expenses are another problem	The young boy looks at the toy store window	The young boy looks at.
Pension reform was its main thrust	A picture hangs at his study	A picture hangs at.
Most people respect this great leader	The great artist died from a serious illness	The great artist died from.
The suit seeks unspecified damages	the old man looked at the window	the old man looked at.
These people have different agendas	the old guests sat at the dinner table	the old guests sat at.
