demonstration	test_sentence	response
Some institutional traders loved the wild ride	the old guests sat at the dinner table	the old guests sat
Most people respect this great leader	The golden treasure lies in the dense jungle	The golden treasure lies
Hostile takeovers are quite a new phenomenon	The old map points to a hidden treasure	The old map points to
His father ran a construction company	The rare artifact stays in the secured vault	The rare artifact stays
The urban children receive free education	His father died of a heart attack	His father died of
City dwellers crave a quiet countryside life	The secret letter lies on the old wooden desk	The secret letter lies
Local residents appreciate the beautiful park	The students look at the complex equation	The students look at
The old man feeds the stray cat	The story begins in a small town	The story begins
Accounting problems raise more knotty issues	The great artist died from a serious illness	The great artist died
My friends cherish our high school memories	A gentleman walks towards the bustling cafe	A gentleman walks
The suit seeks unspecified damages	The accident happened on Saturday night	The accident happened
Two election commission members opposed the matching plans	The little girl walks towards the living room	The little girl walks
Many law firms sponsor their own programs	His parents rushed to his side	His parents rushed
Rising operating expenses are another problem	A surprising revelation happened on their wedding anniversary	A surprising revelation happened on
This boy needs your help	the rest students sat on the ground	the rest students sat
The plan lacked a withdrawal timetable	The road sign points to the nearest exit	The road sign points
The diligent student learns her lessons	His family lived in an old farmhouse	His family lived
Prospective competition is one problem	A lost puppy walks towards the city park	A lost puppy walks towards
This beautiful painting evokes strong emotions	The young boy looks at the toy store window	The young boy looks
The federal judge granted a temporary restraining order	Many squirrels live in the oak tree	Many squirrels live
The young girl loves her new toy	The small boat stays in the calm lake	The small boat stays
Pension reform was its main thrust	The fresh linens lie in the laundry basket	The fresh linens lie in
The local community supports our fundraising event	the old man looked at the window	the old man looked
My little brother enjoys this interesting game	The thick essay lies on the shelf	The thick essay lies
