demonstration	test_sentence	response
Prospective competition is one problem	A gentleman walks towards the bustling cafe	A gentleman walks
Many law firms sponsor their own programs	the old guests sat at the dinner table	the old guests sat
Her father protects the family	The little girl walks towards the living room	The little girl walks
Local residents appreciate the beautiful park	The story begins in a small town	The story begins
The urban children receive free education	His parents rushed to his side	His parents rushed
The federal judge granted a temporary restraining order	A lost puppy walks towards the city park	A lost puppy walks
Hostile takeovers are quite a new phenomenon	The fresh linens lie in the laundry basket	The fresh linens lie
The plan lacked a withdrawal timetable	His family lived in an old farmhouse	His family lived
Pension reform was its main thrust	Many squirrels live in the oak tree	Many squirrels live
Some institutional traders loved the wild ride	Most people live in rural areas	Most people live
The local community supports our fundraising event	The rare artifact stays in the secured vault	The rare artifact stays
The old man feeds the stray cat	The secret letter lies on the old wooden desk	The secret letter lies
My friends cherish our high school memories	His father died of a heart attack	His father died
Potential side effects include high blood pressure	The bird rests on the sturdy branch	The bird rests
Most people respect this great leader	The golden treasure lies in the dense jungle	The golden treasure lies
Accounting problems raise more knotty issues	The fragile vase stays on the top shelf	The fragile vase stays
Rising operating expenses are another problem	The great artist died from a serious illness	The great artist died
This beautiful painting evokes strong emotions	The thick essay lies on the shelf	The thick essay lies
My little brother enjoys this interesting game	A picture hangs at his study	A picture hangs
His father ran a construction company	the rest students sat on the ground	the rest students sat
Our friendly neighbor shares his delicious food	His glasses lie on the bedside table	His glasses lie
The diligent student learns her lessons	the old man looked at the window	the old man looked
The young girl loves her new toy	A full moon appeared in the dark night sky	A full moon appeared
This boy needs your help	The students look at the complex equation	The students look
