demonstration	test_sentence	response
Two election commission members opposed the matching plans	The little girl walks towards the living room	The little girl walks
The federal judge granted a temporary restraining order	The rare artifact stays in the secured vault	The rare artifact stays 
Your father deserves a vacation	The road sign points to the nearest exit	The road sign points
Local residents appreciate the beautiful park	The small boat stays in the calm lake	The small boat stays
This boy needs your help	The golden treasure lies in the dense jungle	The golden treasure lies
This beautiful painting evokes strong emotions	His parents rushed to his side	His parents rushed
My little brother enjoys this interesting game	The thick essay lies on the shelf	The thick essay lies
Hostile takeovers are quite a new phenomenon	The accident happened on Saturday night	The accident happened
The urban children receive free education	The great artist died from a serious illness	The great artist died
The plan lacked a withdrawal timetable	A gentleman walks towards the bustling cafe	A gentleman walks
Most people respect this great leader	A picture hangs at his study	A picture hangs
Prospective competition is one problem	The old map points to a hidden treasure	The old map points
The young girl loves her new toy	His glasses lie on the bedside table	His glasses lie
Potential side effects include high blood pressure	Most people live in rural areas	Most people live
The suit seeks unspecified damages	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
Some institutional traders loved the wild ride	The young boy looks at the toy store window	The young boy looks
Many law firms sponsor their own programs	His father died of a heart attack	His father died
Their enthusiastic coach trains the young team	The students look at the complex equation	The students look
My friends cherish our high school memories	The bird rests on the sturdy branch	The bird rests
Accounting problems raise more knotty issues	Many squirrels live in the oak tree	Many squirrels live
The old man feeds the stray cat	The fragile vase stays on the top shelf	The fragile vase stays
The diligent student learns her lessons	The story begins in a small town	The story begins
The local community supports our fundraising event	The fresh linens lie in the laundry basket	The fresh linens lie
Her father protects the family	the old guests sat at the dinner table	the old guests sat
