demonstration	test_sentence	response
Most people respect this great leader	The accident happened on Saturday night	The accident happened.
The young girl loves her new toy	The rare artifact stays in the secured vault	The rare artifact stays.
This beautiful painting evokes strong emotions	The fresh linens lie in the laundry basket	The fresh linens lie.
Two election commission members opposed the matching plans	Most people live in rural areas	Most people live.
Pension reform was its main thrust	the old man looked at the window	The old man looked.
Some institutional traders loved the wild ride	The fragile vase stays on the top shelf	The fragile vase stays.
The diligent student learns her lessons	A lost puppy walks towards the city park	A lost puppy walks.
The suit seeks unspecified damages	A full moon appeared in the dark night sky	A full moon appeared.
My little brother enjoys this interesting game	His family lived in an old farmhouse	His family lived.
Potential side effects include high blood pressure	The bird rests on the sturdy branch	The bird rests.
Accounting problems raise more knotty issues	A gentleman walks towards the bustling cafe	A gentleman walks.
The plan lacked a withdrawal timetable	A picture hangs at his study	A picture hangs.
My friends cherish our high school memories	The golden treasure lies in the dense jungle	The golden treasure lies.
The old man feeds the stray cat	His glasses lie on the bedside table	His glasses lie.
These people have different agendas	The story begins in a small town	The story begins.
Many law firms sponsor their own programs	The students look at the complex equation	The students look.
Rising operating expenses are another problem	the old guests sat at the dinner table	The old guests sat.
Your father deserves a vacation	His parents rushed to his side	His parents rushed.
Her father protects the family	The old map points to a hidden treasure	The old map points.
This boy needs your help	The great artist died from a serious illness	The great artist died.
The local community supports our fundraising event	A surprising revelation happened on their wedding anniversary	A surprising revelation happened.
Prospective competition is one problem	The small boat stays in the calm lake	The small boat stays.
Their enthusiastic coach trains the young team	The secret letter lies on the old wooden desk	The secret letter lies.
Local residents appreciate the beautiful park	Many squirrels live in the oak tree	Many squirrels live.
