demonstration	test_sentence	response
The suit seeks unspecified damages	The accident happened on Saturday night	The accident happened
The federal judge granted a temporary restraining order	Many squirrels live in the oak tree	Many squirrels live
Many law firms sponsor their own programs	The road sign points to the nearest exit	The road sign points
City dwellers crave a quiet countryside life	His glasses lie on the bedside table	His glasses lie
Some institutional traders loved the wild ride	the old man looked at the window	the old man looked at
This boy needs your help	the old guests sat at the dinner table	the old guests sat
Most people respect this great leader	The fragile vase stays on the top shelf	The fragile vase stays
Two election commission members opposed the matching plans	His father died of a heart attack	His father died 
Hostile takeovers are quite a new phenomenon	A full moon appeared in the dark night sky	A full moon appeared
Potential side effects include high blood pressure	The old map points to a hidden treasure	The old map points 
The diligent student learns her lessons	The secret letter lies on the old wooden desk	The secret letter lies 
Local residents appreciate the beautiful park	The young boy looks at the toy store window	The young boy looks
This beautiful painting evokes strong emotions	The great artist died from a serious illness	The great artist died 
Her father protects the family	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
Your father deserves a vacation	The golden treasure lies in the dense jungle	The golden treasure lies
The plan lacked a withdrawal timetable	The small boat stays in the calm lake	The small boat stays
Prospective competition is one problem	The students look at the complex equation	The students look
The young girl loves her new toy	A picture hangs at his study	A picture hangs
Our friendly neighbor shares his delicious food	The bird rests on the sturdy branch	The bird rests 
Their enthusiastic coach trains the young team	A gentleman walks towards the bustling cafe	A gentleman walks 
The urban children receive free education	The little girl walks towards the living room	The little girl walks
Pension reform was its main thrust	His parents rushed to his side	His parents rushed
Rising operating expenses are another problem	the rest students sat on the ground	the rest students sat
The local community supports our fundraising event	The fresh linens lie in the laundry basket	The fresh linens lie
