demonstration	test_sentence	response
Two election commission members opposed the matching plans	Many squirrels live in the oak tree	Many squirrels live.
The diligent student learns her lessons	The young boy looks at the toy store window	The young boy looks.
His father ran a construction company	The fresh linens lie in the laundry basket	The fresh linens lie.
Accounting problems raise more knotty issues	The great artist died from a serious illness	The great artist died.
These people have different agendas	A lost puppy walks towards the city park	A lost puppy walks.
Rising operating expenses are another problem	The secret letter lies on the old wooden desk	The secret letter lies.
Our friendly neighbor shares his delicious food	The golden treasure lies in the dense jungle	The golden treasure lies.
The suit seeks unspecified damages	the rest students sat on the ground	the rest students sat.
My friends cherish our high school memories	The old map points to a hidden treasure	The old map points.
The local community supports our fundraising event	The students look at the complex equation	The students look.
The young girl loves her new toy	The accident happened on Saturday night	The accident happened.
City dwellers crave a quiet countryside life	A gentleman walks towards the bustling cafe	A gentleman walks.
The plan lacked a withdrawal timetable	The small boat stays in the calm lake	The small boat stays.
My little brother enjoys this interesting game	The bird rests on the sturdy branch	The bird rests.
Pension reform was its main thrust	A surprising revelation happened on their wedding anniversary	A surprising revelation happened.
Potential side effects include high blood pressure	Most people live in rural areas	Most people live.
Their enthusiastic coach trains the young team	The little girl walks towards the living room	The little girl walks.
Prospective competition is one problem	His family lived in an old farmhouse	His family lived.
Many law firms sponsor their own programs	The rare artifact stays in the secured vault	The rare artifact stays.
The urban children receive free education	The thick essay lies on the shelf	The thick essay lies.
This beautiful painting evokes strong emotions	His father died of a heart attack	His father died.
Her father protects the family	His parents rushed to his side	His parents rushed.
Hostile takeovers are quite a new phenomenon	The road sign points to the nearest exit	The road sign points.
Your father deserves a vacation	A picture hangs at his study	A picture hangs.
