demonstration	test_sentence	response
The diligent student learns her lessons	His glasses lie on the bedside table	His glasses lie on
Your father deserves a vacation	His parents rushed to his side	His parents rushed
This beautiful painting evokes strong emotions	Many squirrels live in the oak tree	Many squirrels live
My friends cherish our high school memories	The old map points to a hidden treasure	The old map points 
Most people respect this great leader	The small boat stays in the calm lake	The small boat stays
Rising operating expenses are another problem	His family lived in an old farmhouse	His family lived
Some institutional traders loved the wild ride	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
Our friendly neighbor shares his delicious food	the old man looked at the window	the old man looked
Local residents appreciate the beautiful park	The thick essay lies on the shelf	The thick essay lies
The suit seeks unspecified damages	Most people live in rural areas	Most people live
These people have different agendas	The rare artifact stays in the secured vault	The rare artifact stays
My little brother enjoys this interesting game	The little girl walks towards the living room	The little girl walks
The old man feeds the stray cat	The great artist died from a serious illness	none
The urban children receive free education	A full moon appeared in the dark night sky	A full moon appeared 
Accounting problems raise more knotty issues	The students look at the complex equation	The students look 
Her father protects the family	The young boy looks at the toy store window	The young boy looks
The plan lacked a withdrawal timetable	The fragile vase stays on the top shelf	The fragile vase stays
Hostile takeovers are quite a new phenomenon	A lost puppy walks towards the city park	A lost puppy walks
The local community supports our fundraising event	The road sign points to the nearest exit	The road sign points
Pension reform was its main thrust	The accident happened on Saturday night	The accident happend
Potential side effects include high blood pressure	The bird rests on the sturdy branch	The bird rests
His father ran a construction company	The golden treasure lies in the dense jungle	The golden treasure lies
City dwellers crave a quiet countryside life	The secret letter lies on the old wooden desk	The secret letter lies
Their enthusiastic coach trains the young team	A picture hangs at his study	A picture hangs
