demonstration	test_sentence	response
The young girl loves her new toy	The students look at the complex equation	The students look
Pension reform was its main thrust	The road sign points to the nearest exit	The road sign points
Prospective competition is one problem	The golden treasure lies in the dense jungle	The golden treasure lies
The local community supports our fundraising event	the old man looked at the window	the old man looked
This boy needs your help	The fresh linens lie in the laundry basket	The fresh linens lie
Many law firms sponsor their own programs	A full moon appeared in the dark night sky	A full moon appeared
Your father deserves a vacation	A gentleman walks towards the bustling cafe	A gentleman walks
These people have different agendas	His parents rushed to his side	His parents rushed
Two election commission members opposed the matching plans	Many squirrels live in the oak tree	Many squirrels live
This beautiful painting evokes strong emotions	The little girl walks towards the living room	The little girl walks
Potential side effects include high blood pressure	the rest students sat on the ground	the rest students sat
Rising operating expenses are another problem	His glasses lie on the bedside table	His glasses lie
Their enthusiastic coach trains the young team	A picture hangs at his study	A picture hangs
Accounting problems raise more knotty issues	The great artist died from a serious illness	The great artist died
The federal judge granted a temporary restraining order	The small boat stays in the calm lake	The small boat stays
The urban children receive free education	His family lived in an old farmhouse	His family lived
Local residents appreciate the beautiful park	the old guests sat at the dinner table	the old guests sat
The plan lacked a withdrawal timetable	A lost puppy walks towards the city park	A lost puppy walks
Our friendly neighbor shares his delicious food	The rare artifact stays in the secured vault	The rare artifact stays
Some institutional traders loved the wild ride	The fragile vase stays on the top shelf	The fragile vase stays
My little brother enjoys this interesting game	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
His father ran a construction company	The thick essay lies on the shelf	The thick essay lies
Hostile takeovers are quite a new phenomenon	The secret letter lies on the old wooden desk	The secret letter lies
Most people respect this great leader	The old map points to a hidden treasure	The old map points
