demonstration	test_sentence	response
Their enthusiastic coach trains the young team	His parents rushed to his side	His parents rushed.
Accounting problems raise more knotty issues	the rest students sat on the ground	the rest students sat.
Your father deserves a vacation	The fresh linens lie in the laundry basket	The fresh linens lie.
Two election commission members opposed the matching plans	His father died of a heart attack	His father died.
Pension reform was its main thrust	The golden treasure lies in the dense jungle	he golden treasure lies.
Most people respect this great leader	The accident happened on Saturday night	The accident happened.
Some institutional traders loved the wild ride	The bird rests on the sturdy branch	The bird rests.
The local community supports our fundraising event	The story begins in a small town	The story begins.
My friends cherish our high school memories	A gentleman walks towards the bustling cafe	A gentleman walks.
Potential side effects include high blood pressure	A lost puppy walks towards the city park	 A lost puppy walks.
Prospective competition is one problem	His family lived in an old farmhouse	His family lived.
Many law firms sponsor their own programs	The road sign points to the nearest exit	The road sign points.
His father ran a construction company	The students look at the complex equation	The students look.
The urban children receive free education	The great artist died from a serious illness	The great artist died.
The young girl loves her new toy	The thick essay lies on the shelf	The thick essay lies.
Local residents appreciate the beautiful park	The secret letter lies on the old wooden desk	The secret letter lies.
The plan lacked a withdrawal timetable	A picture hangs at his study	A picture hangs
These people have different agendas	The rare artifact stays in the secured vault	The rare artifact stays.
The diligent student learns her lessons	the old guests sat at the dinner table	The old guests sat.
The suit seeks unspecified damages	The young boy looks at the toy store window	The young boy looks at.
This boy needs your help	Many squirrels live in the oak tree	Many squirrels live.
Hostile takeovers are quite a new phenomenon	The little girl walks towards the living room	The little girl walks.
The federal judge granted a temporary restraining order	The old map points to a hidden treasure	The old map points.
The old man feeds the stray cat	A full moon appeared in the dark night sky	A full moon appeared.
