demonstration	test_sentence	response
This boy needs your help	the old man looked at the window	The old man looked at
The diligent student learns her lessons	Many squirrels live in the oak tree	Many squirrels live 
Most people respect this great leader	A picture hangs at his study	A picture hangs at
The local community supports our fundraising event	The thick essay lies on the shelf	The thick essay lies
Some institutional traders loved the wild ride	The fresh linens lie in the laundry basket	The fresh linens lie
Their enthusiastic coach trains the young team	The accident happened on Saturday night	The accident happened
These people have different agendas	A gentleman walks towards the bustling cafe	A gentleman walks
Rising operating expenses are another problem	The students look at the complex equation	The students look at
The young girl loves her new toy	The little girl walks towards the living room	The little girl walks towards
My little brother enjoys this interesting game	The small boat stays in the calm lake	The small boat stays
Your father deserves a vacation	The fragile vase stays on the top shelf	The fragile vase stays 
The old man feeds the stray cat	The bird rests on the sturdy branch	The bird rests 
Her father protects the family	His family lived in an old farmhouse	His family lived
Pension reform was its main thrust	the old guests sat at the dinner table	the old guests sat at
The federal judge granted a temporary restraining order	Most people live in rural areas	Most people live
This beautiful painting evokes strong emotions	His glasses lie on the bedside table	His glasses lie
Potential side effects include high blood pressure	A surprising revelation happened on their wedding anniversary	A surprising revelation happened on
My friends cherish our high school memories	The secret letter lies on the old wooden desk	The secret letter lies 
The plan lacked a withdrawal timetable	The golden treasure lies in the dense jungle	The golden treasure lies
The suit seeks unspecified damages	The story begins in a small town	The story begins in
Our friendly neighbor shares his delicious food	A full moon appeared in the dark night sky	A full moon appeared
Many law firms sponsor their own programs	The rare artifact stays in the secured vault	The rare artifact stays in 
Accounting problems raise more knotty issues	A lost puppy walks towards the city park	A lost puppy walks
Prospective competition is one problem	His father died of a heart attack	His father died of
