demonstration	test_sentence	response
Local residents appreciate the beautiful park	The great artist died from a serious illness	The great artist died
Many law firms sponsor their own programs	His family lived in an old farmhouse	His family lived
Potential side effects include high blood pressure	Most people live in rural areas	Most people live
Prospective competition is one problem	His father died of a heart attack	His father died
The diligent student learns her lessons	the old man looked at the window	the old man looked
Her father protects the family	The fresh linens lie in the laundry basket	The fresh linens lie
Hostile takeovers are quite a new phenomenon	The students look at the complex equation	The students look
Pension reform was its main thrust	Many squirrels live in the oak tree	Many squirrels live
The urban children receive free education	The golden treasure lies in the dense jungle	The golden treasure lies
Our friendly neighbor shares his delicious food	His glasses lie on the bedside table	His glasses lie on
The federal judge granted a temporary restraining order	The accident happened on Saturday night	The accident happened
Your father deserves a vacation	The old map points to a hidden treasure	The old map points
Their enthusiastic coach trains the young team	The rare artifact stays in the secured vault	The rare artifact stays
Two election commission members opposed the matching plans	The bird rests on the sturdy branch	The bird rests
Rising operating expenses are another problem	the old guests sat at the dinner table	the old guests sat
The plan lacked a withdrawal timetable	The fragile vase stays on the top shelf	The fragile vase stays
The suit seeks unspecified damages	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
This boy needs your help	The thick essay lies on the shelf	The thick essay lies
Some institutional traders loved the wild ride	The small boat stays in the calm lake	The small boat stays
The local community supports our fundraising event	The story begins in a small town	The story begins
This beautiful painting evokes strong emotions	A picture hangs at his study	A picture hangs
My little brother enjoys this interesting game	His parents rushed to his side	His parents rushed
The young girl loves her new toy	The young boy looks at the toy store window	The young boy looks 
His father ran a construction company	The road sign points to the nearest exit	The road sign points
