demonstration	test_sentence	response
Your father deserves a vacation	A lost puppy walks towards the city park	A lost puppy walks
The diligent student learns her lessons	A surprising revelation happened on their wedding anniversary	A surprising revelation happened
The young girl loves her new toy	Many squirrels live in the oak tree	Many squirrels live
This boy needs your help	His father died of a heart attack	His father died
Our friendly neighbor shares his delicious food	The golden treasure lies in the dense jungle	The golden treasure lies
Prospective competition is one problem	The students look at the complex equation	The students look 
The local community supports our fundraising event	His parents rushed to his side	His parents rushed
Rising operating expenses are another problem	A full moon appeared in the dark night sky	A full moon appeared
Some institutional traders loved the wild ride	A gentleman walks towards the bustling cafe	A gentleman walks
The suit seeks unspecified damages	The road sign points to the nearest exit	The road sign points
Many law firms sponsor their own programs	The great artist died from a serious illness	The great artist died
The old man feeds the stray cat	The old map points to a hidden treasure	The old map points
My little brother enjoys this interesting game	The accident happened on Saturday night	The accident happened
My friends cherish our high school memories	The young boy looks at the toy store window	The young boy looks 
The urban children receive free education	The fragile vase stays on the top shelf	The fragile vase stays
Local residents appreciate the beautiful park	His glasses lie on the bedside table	His glasses lie
Their enthusiastic coach trains the young team	Most people live in rural areas	Most people live
Her father protects the family	A picture hangs at his study	A picture hangs 
Pension reform was its main thrust	the old guests sat at the dinner table	the old guests sat
City dwellers crave a quiet countryside life	the rest students sat on the ground	the rest students sat
Accounting problems raise more knotty issues	The secret letter lies on the old wooden desk	The secret letter lies
Potential side effects include high blood pressure	The bird rests on the sturdy branch	The bird rests 
Hostile takeovers are quite a new phenomenon	The small boat stays in the calm lake	The small boat stays
Most people respect this great leader	The little girl walks towards the living room	The little girl walks
