demonstration	test_sentence	response
Both issues are among the most popular with individual investors	The reporters were victims and some of the victims turned into unofficial reporters	reporters victims some victims reporters
We had great success in Somalia	But many of these stocks have now become expensive	but many of these
Utilities management is a major commercial niche	It also adds to the mystery of the venture	it also adds to the mystery
Some abortion advocates have been asking themselves this very question	The stock market is certainly not too big for the Fed to handle	fail to follow
The Senate will probably vote not long afterward	It was all over the place	it was all over
Other magazine publishing companies have been moving in the same direction	Whittle has met some resistance	whittle has
The pilots argued that this triggered a pay raise for them	Fog shrouded the base before touchdown	fog shrouded the base
Other forms of red tape are more pervasive	Athena eventually acquired exclusive rights to the technology and currently is developing it	fail to follow
Some even see a silver lining in the dark clouds	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume reinvestment of dividends and that current yields continue for a
Delayed financings also would affect the operations of many companies	This hurts the price of corporate bonds	this hurts price corporate bonds
The Pentagon is a haunted house	But that was all of three months ago	but that was
This hurts the price of corporate bonds	All three funds posted negative returns for the year to date	all three funds
William Coors is their uncle	The issue has been simmering for years	the issue has been
These revised figures also may explain some of the recent strength of the dollar	Prosecutors in Miami received yet another setback	prosecutors in miami received yet another
The Bakersfield Supermarket went out of business last May	The Senate will probably vote not long afterward	the senate will probably vote
The film makers have couched this offensive idea in pretty packaging	It may experience an upswing or two in between	it may experience an upswing
Ashland had a loss	But the two countries remain separated by a cultural barrier wider than the ocean	but the two countries remain separated by a cultural barrier wider
Percentage differences based on daily sales rate rather than sales volume	The above represents a triumph of either apathy or civility	above triumph apathy civility
Craig Forman in London contributed to this article	Shares of the new partnership would trade on an exchange like a stock	shares of the new partnership would trade on an exchange
An assassin in Colombia killed a federal judge on a Medellin street	Some of these ideas are again under consideration in Congress	some of these ideas are again under consideration in
Other magazine publishing companies have been moving in the same direction	The accord expired yesterday	the accord
The company earns about half its revenue overseas and plans further expansion	We put some orders together	we some orders together
But the move lagged a stronger rise in New York Stock Exchange issues	But such caution is no guarantee against mistakes	but such caution is no guarantee against
No amount of hype will bring viewers back if the shows are weak	They promised yet more for really good stuff	they promised more for really good stuff
