original	label	prediction
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
His father died of a heart attack	His father died of	his father died
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The accident happened on Saturday night	The accident happened on	the accident happened
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His father died of a heart attack	His father died of	his father died
A picture hangs at his study	a picture hangs at his study	a picture hangs
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
Many squirrels live in the oak tree	many squirrels live in the oak tree	fail to follow
the rest students sat on the ground	the rest students sat on	the rest students sat
the old man looked at the window	the old man looked at the window	the old man looked
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His parents rushed to his side	his parents rushed to his side	his parents rushed
