original	label	prediction
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A picture hangs at his study	a picture hangs at his study	a picture hangs
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The students look at the complex equation	the students look at the complex equation	the students look at
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
His family lived in an old farmhouse	His family lived in	his family lived
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
