original	label	prediction
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His father died of a heart attack	His father died of	his father died
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
Most people live in rural areas	Most people live in	most people live
the rest students sat on the ground	the rest students sat on	the rest students
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
The accident happened on Saturday night	The accident happened on	the accident happened
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
Most people live in rural areas	Most people live in	most people live
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The accident happened on Saturday night	The accident happened on	the accident happened
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The students look at the complex equation	the students look at the complex equation	the students look at
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase
