demonstration	test_sentence	response
Nobody has any credible estimate	All that now has changed	all that now
Craig Forman in London contributed to this article	So the Federal Reserve is an attractive target for complaint by politicians	the federal reserve is an attractive target for complaint by politicians
The answer will be obvious	We think that the ratings revision is unfortunate but not unexpected	we think that the ratings revision is
The embryo had progressed only to a clump of eight identical cells	The dollar was virtually unchanged	the dollar
The trial begins today in federal court in Philadelphia	Manufacturers Hanover had a loss due to a big reserve addition	manufacturers hanover had a loss due to a reserve addition
Ski promotions have traditionally avoided the touchy issue of safety	None of the officials was available for comment	none of the officials was for comment
The Pentagon is a haunted house	Investors with a heavy tax load should take out their calculators	investors with a heavy tax load should take out
Sonja Steptoe and David Wilson contributed to this article	But weak car sales raise questions about future demand from the auto sector	but weak car sales raise questions
Motorola is fighting back against junk mail	Books and tapes all over my room	books and tapes all over
Other network applications have very different goals	And the egg producers have done a pretty good job	and the egg producers have
Craig Torres and Anne Newman contributed to this article	Three gambling casinos have opened in Poland	three gambling casinos have opened in
The company develops and markets products for the food service industry	The charge on loans to brokers on stock exchange collateral	the charge on loans to brokers
The plan lacked a withdrawal timetable	One apparent side effect is a minor increase in a brain hormone	one apparent side effect
Federal Paper Board sells paper and wood products	Most sleep on the floor	most sleep
The film makers have couched this offensive idea in pretty packaging	West German bond prices ended lower after a day of aimless trading	west german bond prices ended lower
No amount of hype will bring viewers back if the shows are weak	Not to mention the incursion of imports	not mention the incursion of imports
Another poked a hole in the heel of his shoe	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders in
The legal fight was the subject of a Wall Street Journal story yesterday	Craig Torres contributed to this article	craig torres
Loyalty lags most for utilitarian products like trash bags and batteries	But the new lens became the eye of a storm	but the new lens became the eye of a
The commercial was absolutely silent	Offices were closed yesterday	offices were
The outlook for corporate earnings is fairly bleak	British government bonds surged on renewed volatility in the stock market	british government bonds surged on volatility in stock market
Demand will come first from programming production companies and then from television stations	He temporarily abandoned his search for the Reuters shares	fail to follow
Both the Peasants and Rural Solidarity are forming new political parties for farmers	The latest wave of marketing is instructive	the latest wave of marketing is
Some equipment going to work is almost new	Since then she has become wealthy	since then she has become
