demonstration	test_sentence	response
The plan lacked a withdrawal timetable	Joanne Lipman contributed to this article	joanne lipman
Some found it on the screen of a personal computer	Japan is a major target for the Soviets	japan major target soviets
Ashland had a loss	He previously held similar responsibilities	he previously held similar
Your story is an insult to the citizens of the Mississippi Delta	They have about seven candidates	they have abou
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Defaults on Veterans Affairs loan guarantees have quadrupled in the past eight years	defaults on veterans affairs loan guarantees have quadrupled in past eight years
He does this in at least three of his solo pieces	That cost rises in times of high market volatility	that cost rises
Motorola is fighting back against junk mail	The trend is making advocates of the tax cut less optimistic about success	the trend is making advocates of the tax cut less optimistic about
He expects the price for that product to rise even more next year	But many of these stocks have now become expensive	but many of these have now become expensive
Discouragement feeds on itself	And taxpayer groups are urging legislation in many other states	and taxpayer groups urging legislation
Motorola is fighting back against junk mail	Democrats had been negotiating with some Republican congressional leaders on a compromise lately	democrats had been negotiating with some republican
We do not depend on pharmaceutical companies for our support	The June killings magnified the problems	the june killings
Craig Torres and Anne Newman contributed to this article	There was tremendous public enthusiasm for stock mutual funds	there was tremendous public enthusiasm for stock
Even claims against individuals and companies face significant roadblocks	All this is causing convulsions in professional football	all this causing convulsions in football
The bond market was unmoved by the economic statistics	The dollar gained against most foreign currencies	the dollar gained against
Other magazine publishing companies have been moving in the same direction	The collapse of the span has provoked surprise and anger among state officials	the collapse of the span has
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced top executive sixth time in as many years
Some found it on the screen of a personal computer	The embryo had progressed only to a clump of eight identical cells	the embryo had progressed only to a clump
It blames most of these on Fatah	Investors with a heavy tax load should take out their calculators	investors heavy tax load take out calculators
Our teachers are not an important factor in our educational crisis	The envelope arrives in the mail	the envelope arrives in
Other forms of red tape are more pervasive	Friday brings the final count on October auto sales	friday brings final count october auto sales
An American journalist now is standing trial in Namibia	Brooks Brothers is also remodeling its stores	brooks brothers is
Our teachers are not an important factor in our educational crisis	Reynolds is the third big aluminum company since Friday to report disappointing earnings	fail to follow
And she has this inexhaustible energy	The husky blond guide with the Aggie cap twists his face in mock fury	the husky blond guide
The competitive sniping can get pretty petty at times	Wilfred closed its Massachusetts schools earlier this year	wilfred closed its massachusetts schools
