demonstration	test_sentence	response
He expects the price for that product to rise even more next year	The thrift and the holders had suspended their lawsuits as part of the agreement	the and the had their as part of the agreement
Ashland had a loss	The dollar and bond prices also closed higher	the dollar and bond prices also closed
Our teachers are not an important factor in our educational crisis	They came by their strangeness honestly	they came by their strangeness
Some abortion advocates have been asking themselves this very question	Abbie lies back and leaves the frame empty	abbie lies back
William Coors is their uncle	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders
Both issues are among the most popular with individual investors	Everyone falls in love with everyone else	everyone falls in love
We go from one to the other	Ideologues on the other side of the border can also slow the process	ideologues on the other can slow the process
The Senate will probably vote not long afterward	They note that stocks experienced volatile swings long before futures	they note that stocks experienced volatile swings
He does this in at least three of his solo pieces	That structural lack is crucial because investors are the only source of market liquidity	that structural lack crucial because investors source market liquidity
October is a critical month for the privatization program	Their effort has received a lukewarm response from the Justice Department	their effort
Discouragement feeds on itself	Wang got into financial trouble because of bloated overhead and overly optimistic sales forecasts	wang financial trouble
Rents have soared along with house prices	The issue has been simmering for years	the issue has been simmering
Most sleep on the floor	He expects the price for that product to rise even more next year	fail to follow
The commercial was absolutely silent	And earnings have been erratic	and earnings have been
The trial begins today in federal court in Philadelphia	Two big stocks involved in takeover activity saw their short interest surge	fail to follow
The company earns about half its revenue overseas and plans further expansion	Continental Air replaced its top executive for the sixth time in as many years	continental air replaced its top executive for the sixth time
The House version would raise slightly more	The future of the forest remains uncertain	future of forest uncertain
She was as cool as a cucumber	The future of the forest remains uncertain	the future of the forest remains
Demand will come first from programming production companies and then from television stations	The takeover mania also adds to volatility	the takeover mania also adds to
The competitive sniping can get pretty petty at times	His more is always less	his more is
Most sleep on the floor	Earnings of female workers were unchanged	earnings of female workers were
Some even see a silver lining in the dark clouds	Glenn Hall contributed to this article	glenn hall contributed to
The most pressing problem was the suspension of options trading	The pilots were meeting outside Chicago yesterday	the pilots were meeting
The most pressing problem was the suspension of options trading	This could mean diminished issuance of derivative mortgage issues during the next few weeks	this could mean
