demonstration	test_sentence	response
The infusion of activists can bring a clash of cultures	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is deputy director in london
Craig Torres and Anne Newman contributed to this article	Breeders are betting on the common folk	breeders are betting on the common
It blames most of these on Fatah	This could mean diminished issuance of derivative mortgage issues during the next few weeks	fail to follow
No amount of hype will bring viewers back if the shows are weak	The transaction is subject to a definitive agreement and approval by Ideal shareholders	transaction subject to agreement and approval by ideal shareholders
It blames most of these on Fatah	The above represents a triumph of either apathy or civility	above triumph apathy civility
Some even see a silver lining in the dark clouds	He had been associate professor in the department of finance at Seton Hall University	he had been associate professor in the department of finance
Discouragement feeds on itself	The plan is subject to approval by the bankruptcy court and others	the plan is subject
Percentage differences based on daily sales rate rather than sales volume	Recent data from New York City provide more of the picture	recent data from new york city provide
Discouragement feeds on itself	Some current rates exceed those on CDs	some current rates
Your story is an insult to the citizens of the Mississippi Delta	Uncertainty dogs every aspect of their lives	uncertainty dogs every aspect of their
That cost rises in times of high market volatility	It may experience an upswing or two in between	it may experience an upswing or two
Ashland had a loss	Waxman sells a variety of hardware products for the home repair market	waxman sells hardware products for home repair
Nissan created its quake ad in a weekend	The Fed has assumed a similar responsibility in the market for government securities	the fed assumed responsibility in market for government securities
The pilots argued that this triggered a pay raise for them	Such armor crushes the soldier	such armor crushes
The two sides now are accusing each other of lying	Miss Brady is deputy director of the Russian Research Foundation in London	miss brady is deputy director
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The Old Crowd is deeply concerned by the backlash from all this	the old crowd is concerned by all this
The two sides now are accusing each other of lying	Others were more cautious	others were
Craig Torres and Anne Newman contributed to this article	Stock prices rallied in active trading	stock prices rallied in active
Even claims against individuals and companies face significant roadblocks	Output of business equipment was unchanged in September	output of equipment was unchanged in september
And she has this inexhaustible energy	Investors and analysts applauded the news	investors and analysts
The competitive sniping can get pretty petty at times	But not just any bonds will do	but not just any bonds
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The youthful audience for Saturday programming is no longer dependent on the networks	the audience for saturday programming is no longer dependent on the networks
The trial begins today in federal court in Philadelphia	Some companies are cutting costs and hoping for the best	some companies are cutting costs and hoping for the
He expects the price for that product to rise even more next year	People have been very respectful of each other	fail to follow
