original	label	prediction
His family lived in an old farmhouse	His family lived in	his family lived
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
His family lived in an old farmhouse	His family lived in	his family lived
His father died of a heart attack	His father died of	his father died
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
His parents rushed to his side	his parents rushed to his side	his parents rushed
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The students look at the complex equation	the students look at the complex equation	the students look at
His father died of a heart attack	His father died of	his father died
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The accident happened on Saturday night	The accident happened on	the accident happened
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
Most people live in rural areas	Most people live in	most people live
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on the sturdy
