original	label	prediction
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The students look at the complex equation	the students look at the complex equation	the students look at
The story begins in a small town	the story begins in a small town	the story
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The students look at the complex equation	the students look at the complex equation	the students look at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The students look at the complex equation	the students look at the complex equation	the students look at
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The story begins in a small town	the story begins in a small town	the story begins
His father died of a heart attack	His father died of	his father died
A picture hangs at his study	a picture hangs at his study	a picture hangs
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
