demonstration	test_sentence	response
An American journalist now is standing trial in Namibia	Opponents show that there are already more funds available than commendable reform efforts	opponents show that there are already more funds available
The competitive sniping can get pretty petty at times	Jewelry displays in department stores were often cluttered and uninspired	jewelry displays in department stores were often
He has too readily swallowed the case for the activist law school culture	Help may be on the way	may be
Total return is price changes plus interest income	We cruise toward another set of pilings	we cruise toward pilings
Ashland had a loss	Biotechnology issues were strong	biotechnology issues
Percentage differences based on daily sales rate rather than sales volume	The problem is not that the Fed is too unresponsive to the public interest	the problem is not that the fed is too unresponsive
Nissan created its quake ad in a weekend	She has lots of opinions	she has lots of
We do not depend on pharmaceutical companies for our support	Broader averages also posted modest gains	broader averages
The trial begins today in federal court in Philadelphia	She has lots of opinions	fail to follow
Traders are already buckling their seat belts	The chimney is a pile of bricks on the front lawn	the chimney is
They lied to me on the recruiting trip	He had been president of the international operations	he president international operations
The two sides now are accusing each other of lying	Stock prices rallied in active trading	stock prices rallied
Most of the loans in question are to Third World countries in South America	The result is mistrust and criticism from all around	fail to follow
Expansion plans also include acquisitions in growing foreign markets	One apparent side effect is a minor increase in a brain hormone	one side effect is increase in hormone
The rise matches that of the Dow Jones industrials this year	Rumors of Soviet interest also pushed up the prices of soybean futures contracts	rumors of soviet interest pushed up prices soybean futures contracts
He has too readily swallowed the case for the activist law school culture	First Interstate made the move under pressure from regulators	first interstate made move
The House version would raise slightly more	Colgate sold its hospital supply and home health care business last year	colgate sold last year
An American journalist now is standing trial in Namibia	Some institutional traders loved the wild ride	some institutional traders loved
Traders are already buckling their seat belts	Some economists expect further declines in investment spending	some economists expect further
Motorola is fighting back against junk mail	Friday brings the final count on October auto sales	friday brings the final count on october
The infusion of activists can bring a clash of cultures	Rolled copper product sales were major contributors to overall sales growth	product sales were major contributors to overall sales growth
Sonja Steptoe and David Wilson contributed to this article	The fund invests mainly in gold and silver bullion	the fund invests mainly in gold and silver
We had great success in Somalia	You built your career on prejudice and hate	you built your career
We go from one to the other	The pressure for change will rise with costs	pressure rise with costs
