demonstration	test_sentence	response
Loyalty lags most for utilitarian products like trash bags and batteries	Sonja Steptoe and David Wilson contributed to this article	sonja steptoe and david wilson contributed to this
The outlook for corporate earnings is fairly bleak	Poland makes no machinery for a plant on that scale	fail to follow
The company earns about half its revenue overseas and plans further expansion	The tape was on tv before the night was out	the tape was on tv before the night
The answer will be obvious	Paris loved her at first sight	paris loved her
This is an index fund with a bet	None of these chief executives were available for comment	none of these chief executives were
The appointments are part of a planned succession at the company	All three funds posted negative returns for the year to date	all three funds negative returns for the year to date
The two sides now are accusing each other of lying	Some nights he slept under his desk	some nights he slept
Analysts expect further jitters this week	Three gambling casinos have opened in Poland	three gambling casinos
Some abortion advocates have been asking themselves this very question	Local pollution problems require cheap energy and capital for their solution	local pollution problems require cheap energy and capital
The pilots argued that this triggered a pay raise for them	The Maybelline beauty product line had higher sales following a sluggish first half	the maybelline beauty product line had higher sales
The most pressing problem was the suspension of options trading	And there were other blunders	and there were
The bond market was unmoved by the economic statistics	Those current holders would also receive minority interests in the new company	those current holders would also receive minority interests
The West Germans then took over and finally found Markus Hess	There are few factories and no mines	there are few
This hurts the price of corporate bonds	This occurred partly because of more competition as the number of new businesses surged	this occurred partly because of more competition
The answer will be obvious	They talked of the home run	they talked of the home
The end of the marriage was at hand	But readers may well feel the pangs of recognition	but readers may feel pangs
President Bush signed a disaster declaration covering seven Northern California counties	Now at least one Japanese company is turning the courtroom tables	now at least one japanese company is turning the tables
He has too readily swallowed the case for the activist law school culture	Nissan created its quake ad in a weekend	nissan quake ad weekend
The investors range from elderly widows to affluent professionals	Both companies will replace the oil filler cap with a ventilated oil filler cap	both companies will replace the oil filler cap with a ventilated
They lied to me on the recruiting trip	Ads for England are artsy and irreverent	ads for england
An American journalist now is standing trial in Namibia	Americans place native or native speakers in charge of subsidiaries overseas	americans place native overseas
Loyalty lags most for utilitarian products like trash bags and batteries	Trading volume was only modestly higher than normal	trading volume was only modestly higher than
Some abortion advocates have been asking themselves this very question	The new exchange drew instant recognition from an unwelcome quarter	the new exchange drew instant recognition
We go from one to the other	Rates for the Wall Street Journal Reports will remain unchanged	rates for the wall street journal will remain unchanged
