original	label	prediction
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The students look at the complex equation	the students look at the complex equation	the students
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The students look at the complex equation	the students look at the complex equation	the students look at
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
Most people live in rural areas	Most people live in	most people live
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
the rest students sat on the ground	the rest students sat on	the rest students sat
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
His parents rushed to his side	his parents rushed to his side	his parents rushed
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
