original	label	prediction
Most people live in rural areas	Most people live in	most people live in
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	fail to follow
His father died of a heart attack	His father died of	his father died
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The students look at the complex equation	the students look at the complex equation	the students look at
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His father died of a heart attack	His father died of	his father died
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
