original	label	prediction
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The accident happened on Saturday night	The accident happened on	the accident happened
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
His parents rushed to his side	his parents rushed to his side	his parents rushed
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The students look at the complex equation	the students look at the complex equation	the students look at
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
Many squirrels live in the oak tree	many squirrels live in the oak tree	fail to follow
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A picture hangs at his study	a picture hangs at his study	a picture hangs
