demonstration	test_sentence	response
Loyalty lags most for utilitarian products like trash bags and batteries	None of the officials was available for comment	fail to follow
Most sleep on the floor	Ski promotions have traditionally avoided the touchy issue of safety	ski promotions avoid safety
These revised figures also may explain some of the recent strength of the dollar	All three funds posted negative returns for the year to date	all three funds posted negative returns
The investors range from elderly widows to affluent professionals	We were out of the box	we were out box
The appointments are part of a planned succession at the company	None of these chief executives were available for comment	none of these executives comment
Some even see a silver lining in the dark clouds	Two more securities firms bowed to the outcry over program trading	two more securities firms bowed to the outcry over
Delayed financings also would affect the operations of many companies	The charge on loans to depository institutions by the New York Federal Reserve Bank	the charge on loans to depository institutions by new york federal reserve bank
Some found it on the screen of a personal computer	Chandler might have been predicting the course of his own career	chandler might have been predicting his career
Expansion plans also include acquisitions in growing foreign markets	Now the Alley has moved ahead on both artistic and financial fronts	now the alley has moved ahead on
The competitive sniping can get pretty petty at times	That means huge travel bills	that means huge travel
It blames most of these on Fatah	Abortion via the pill is far more of an ordeal than conventional surgical abortion	fail to follow
And she has this inexhaustible energy	They did themselves even more good	they did themselves
The outlook for corporate earnings is fairly bleak	It also could convert glucose from farm wastes into edible protein	it could convert glucose from farm wastes into edible protein
Demand will come first from programming production companies and then from television stations	And transfer control of much of it to Capitol Hill	and transfer control of much of it to
No amount of hype will bring viewers back if the shows are weak	Baskets of roses and potted palms adorned his bench	baskets of roses and potted palms his bench
The end of the marriage was at hand	This occurred partly because of more competition as the number of new businesses surged	this occurred because of competition
London shares closed moderately lower in thin trading	But under Alan Greenspan that has changed	but under alan greenspan changed
Other forms of red tape are more pervasive	All three funds posted negative returns for the year to date	three funds negative returns year to date
Motorola is fighting back against junk mail	Fund selling also picked up at that point	fund selling also picked up at
President Bush signed a disaster declaration covering seven Northern California counties	It has more drug users than Boston has people	it has more drug users
The West Germans then took over and finally found Markus Hess	And transfer control of much of it to Capitol Hill	and transfer control of much of it to
The two sides now are accusing each other of lying	He softened the talk about a recession	he softened recession
The two sides now are accusing each other of lying	But most lawyers accept that the marketplace has spoken	but most lawyers accept
The appointments are part of a planned succession at the company	It is also planning another night of original series	it is also planning another night of series
