original	label	prediction
the rest students sat on the ground	the rest students sat on	the rest students sat
The great artist died from a serious illness	the great artist died from a serious illness	the great artist
His family lived in an old farmhouse	His family lived in	his family lived
The students look at the complex equation	the students look at the complex equation	the students look
The accident happened on Saturday night	The accident happened on	fail to follow
The story begins in a small town	the story begins in a small town	the story begins
The young boy looks at the toy store window	the young boy looks at the toy store window	fail to follow
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The students look at the complex equation	the students look at the complex equation	the students look at
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
Most people live in rural areas	Most people live in	most people live
His glasses lie on the bedside table	his glasses lie on the bedside table	glasses on table
The students look at the complex equation	the students look at the complex equation	the students look at
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
