original	label	prediction
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
the old man looked at the window	the old man looked at the window	the old man looked
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
the old man looked at the window	the old man looked at the window	the old man looked
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
the old man looked at the window	the old man looked at the window	the old man looked
The accident happened on Saturday night	The accident happened on	the accident happened
The students look at the complex equation	the students look at the complex equation	the students look at
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
the rest students sat on the ground	the rest students sat on	the rest students sat
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
