original	label	prediction
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
Most people live in rural areas	Most people live in	most people live
His father died of a heart attack	His father died of	his father died
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
His father died of a heart attack	His father died of	his father died
The accident happened on Saturday night	The accident happened on	the accident happened
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat
The students look at the complex equation	the students look at the complex equation	fail to follow
Most people live in rural areas	Most people live in	most people live
The accident happened on Saturday night	The accident happened on	the accident happened
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
the old man looked at the window	the old man looked at the window	the old man looked
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The story begins in a small town	the story begins in a small town	the story begins
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
