original	label	prediction
Most people live in rural areas	Most people live in	most people live
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
Most people live in rural areas	Most people live in	most people live in
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies on the desk
Most people live in rural areas	Most people live in	most people live
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens
A picture hangs at his study	a picture hangs at his study	fail to follow
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
the old man looked at the window	the old man looked at the window	the old man looked
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure
His father died of a heart attack	His father died of	his father died
The accident happened on Saturday night	The accident happened on	the accident
