demonstration	test_sentence	response
The West Germans then took over and finally found Markus Hess	The word is out	the word is
No amount of hype will bring viewers back if the shows are weak	Sam Ramirez and his men are late	ramirez and his men are late
The Pentagon is a haunted house	The company could command a good price in the market	the company could command
Athena eventually acquired exclusive rights to the technology and currently is developing it	She expects both revenue and profit to gain this year	she expects both revenue and profit to gain
Some even see a silver lining in the dark clouds	Jewelry displays in department stores were often cluttered and uninspired	jewelry displays in department stores were often cluttered and
The woman had nearly died	That facility should reopen today	that facility should
Another poked a hole in the heel of his shoe	That cost rises in times of high market volatility	that cost rises in
It also lowered some air fares	The dispute was the subject of a Wall Street Journal article in August	the dispute was
Most of the loans in question are to Third World countries in South America	It all adds up to a cold winter here	it adds up to a cold winter here
Some even see a silver lining in the dark clouds	Peter Pae in Pittsburgh contributed to this article	peter pae in
But slow sales forced Ford to kill the brand just last week	South African gold stocks closed higher	fail to follow
Traders are already buckling their seat belts	At least half that growth will have come in the past three years alone	at least half that growth will have come
This is an index fund with a bet	The plan would impose a brief freeze on physician fees next year	the plan would impose a brief freeze on physician fees
The rise matches that of the Dow Jones industrials this year	Other gainers were companies with one or more undamaged California refineries	other gainers were companies with one or more california refineries
The measure also includes spending cuts and increases in federal fees	This has led them in a fruitless and destructive policy circle	this has led them in a fruitless circle
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Now it is their fellow Turks arriving as refugees from Bulgaria	now it their turks arriving refugees from bulgaria
The Bakersfield Supermarket went out of business last May	Biotechnology issues were strong	fail to follow
An assassin in Colombia killed a federal judge on a Medellin street	The pressure for change will rise with costs	the pressure for change will rise with
The embryo had progressed only to a clump of eight identical cells	The mining zone has thus remained one of the most desolate places in Africa	the mining zone has
We were out of the box	The dollar also moved higher in Tokyo	the dollar moved higher
But the Rockefeller investment is its largest	Neither disclosed details pending board meetings next month	neither disclosed details
These revised figures also may explain some of the recent strength of the dollar	Kitchen full of broken crystal	fail to follow
Expansion plans also include acquisitions in growing foreign markets	The market has grown relatively quiet since the China crisis	the market has grown relatively quiet
The two sides now are accusing each other of lying	He remains chief executive officer	he remains
