original	label	prediction
His family lived in an old farmhouse	His family lived in	fail to follow
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
Most people live in rural areas	Most people live in	most people
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The story begins in a small town	the story begins in a small town	the story begins
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His family lived in an old farmhouse	His family lived in	his family lived
His parents rushed to his side	his parents rushed to his side	his parents rushed
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
The accident happened on Saturday night	The accident happened on	the accident happened
The story begins in a small town	the story begins in a small town	the story begins
Most people live in rural areas	Most people live in	most people live
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A picture hangs at his study	a picture hangs at his study	a picture hangs
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
His parents rushed to his side	his parents rushed to his side	his parents
