original	label	prediction
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
Most people live in rural areas	Most people live in	most people live
His family lived in an old farmhouse	His family lived in	his family lived
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His parents rushed to his side	his parents rushed to his side	his parents rushed
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
His father died of a heart attack	His father died of	his father died
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
His family lived in an old farmhouse	His family lived in	his family lived
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
