original	label	prediction
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
His father died of a heart attack	His father died of	his father
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
His parents rushed to his side	his parents rushed to his side	his parents
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A picture hangs at his study	a picture hangs at his study	a picture hangs
The students look at the complex equation	the students look at the complex equation	the students look at
The students look at the complex equation	the students look at the complex equation	the students look at
The accident happened on Saturday night	The accident happened on	the accident happened
The students look at the complex equation	the students look at the complex equation	the students look at
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His family lived in an old farmhouse	His family lived in	his family lived
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The students look at the complex equation	the students look at the complex equation	the students look at
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
the rest students sat on the ground	the rest students sat on	the rest sat on the ground
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
