demonstration	test_sentence	response
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The dollar also moved higher in Tokyo	dollar moved higher tokyo
Both issues are among the most popular with individual investors	Competition and mounting insurance and equipment costs have been the undoing of many resorts	competition and mounting insurance and equipment costs
Both issues are among the most popular with individual investors	The spinoff should solve a problem for the parent	the spinoff
Total return is price changes plus interest income	Merck is one of the most important stocks in the Major Market Index	merck is important in the market index
Other magazine publishing companies have been moving in the same direction	The merger is subject to regulatory clearance and a definitive agreement	the merger is subject
The company earns about half its revenue overseas and plans further expansion	We think that the ratings revision is unfortunate but not unexpected	we unfortunate but not unexpected
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	The future of the forest remains uncertain	fail to follow
An American journalist now is standing trial in Namibia	Lead underwriter to the issue is Toronto Dominion Securities Inc	lead underwriter is toronto dominion securities inc
Both the Peasants and Rural Solidarity are forming new political parties for farmers	Corporate due process appeals to management for a variety of reasons	corporate due process appeals to management for reasons
Investors welcomed the move	Yet another political scandal is racking Japan	yet another political scandal
The Pentagon is a haunted house	He speaks only in Filipino	he speaks only in
She was as cool as a cucumber	The two sides now are accusing each other of lying	the two sides now are accusing each other of
Some found it on the screen of a personal computer	The timing for change was right	the timing was right
Most sleep on the floor	Accepted theories state that investors require higher returns on riskier investments	accepted theories state that investors require higher returns
The measure also includes spending cuts and increases in federal fees	Giant has interests in cement making and newsprint	giant has interests in cement making and
An American journalist now is standing trial in Namibia	Some Wall Street firms monitor for recordkeeping purposes	some wall street firms monitor
The appointments are part of a planned succession at the company	Most of the telephone problems in the immediate aftermath stemmed from congestion	most of the telephone problems stemmed from congestion
No amount of hype will bring viewers back if the shows are weak	That went over the permissible line for warm and fuzzy feelings	that went over the line for warm and fuzzy feelings
Other forms of red tape are more pervasive	Lead underwriter to the issue is Toronto Dominion Securities Inc	underwriter to issue toronto dominion securities inc
The company earns about half its revenue overseas and plans further expansion	Virtually every automotive analyst in New York showed up	virtually every automotive analyst in new york showed
Other network applications have very different goals	The final maturity is in five years	the final maturity
London shares closed moderately lower in thin trading	He is negotiating a rich book contract to boot	he is negotiating a rich book contract
The answer will be obvious	The whole structure is extremely shaky	the whole structure is
Investors welcomed the move	Frequent trading runs up high commission costs	frequent trading runs up
