original	label	prediction
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The story begins in a small town	the story begins in a small town	the story begins
the old man looked at the window	the old man looked at the window	the old man looked
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
The accident happened on Saturday night	The accident happened on	the accident happened
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The accident happened on Saturday night	The accident happened on	the accident happened
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies on the desk
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
His family lived in an old farmhouse	His family lived in	his family lived
The students look at the complex equation	the students look at the complex equation	fail to follow
The students look at the complex equation	the students look at the complex equation	the students look at
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks towards
A picture hangs at his study	a picture hangs at his study	a picture hangs
Most people live in rural areas	Most people live in	most people live
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His parents rushed to his side	his parents rushed to his side	his parents rushed
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
