original	label	prediction
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The students look at the complex equation	the students look at the complex equation	the students look at
A picture hangs at his study	a picture hangs at his study	a picture hangs
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The accident happened on Saturday night	The accident happened on	the accident happened
His family lived in an old farmhouse	His family lived in	his family lived
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The students look at the complex equation	the students look at the complex equation	the students look at
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The young boy looks at the toy store window	the young boy looks at the toy store window	fail to follow
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points to
the rest students sat on the ground	the rest students sat on	the rest students sat
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks
His family lived in an old farmhouse	His family lived in	his family lived
