original	label	prediction
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
The small boat stays in the calm lake	the small boat stays in the calm lake	fail to follow
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
His parents rushed to his side	his parents rushed to his side	his parents rushed
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
His family lived in an old farmhouse	His family lived in	his family lived
The students look at the complex equation	the students look at the complex equation	the students look at
Most people live in rural areas	Most people live in	most people
the rest students sat on the ground	the rest students sat on	the rest students
the old man looked at the window	the old man looked at the window	the old man looked
His family lived in an old farmhouse	His family lived in	his family lived
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His father died of a heart attack	His father died of	his father died
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The students look at the complex equation	the students look at the complex equation	the students look at
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
