demonstration	test_sentence	response
Our teachers are not an important factor in our educational crisis	The mask cuts to the quick	the mask cuts to the
Craig Torres and Anne Newman contributed to this article	Many Indians fear a repeat of that experience	many indians fear a repeat of that
But slow sales forced Ford to kill the brand just last week	Corn futures prices rose slightly while wheat prices settled mixed	corn prices rose slightly while wheat settled mixed
The plan lacked a withdrawal timetable	South African gold stocks closed higher	south african gold stocks
Expansion plans also include acquisitions in growing foreign markets	The pool invested idle cash for many state agencies and local governments	the pool invested
That cost rises in times of high market volatility	She has lots of opinions	she has
Sonja Steptoe and David Wilson contributed to this article	Uncertainty dogs every aspect of their lives	uncertainty dogs every aspect
But the brand had trouble from the start	The excess supply pushed gasoline prices down in that period	the excess supply pushed gasoline prices down in that
This hurts the price of corporate bonds	Yet he has proved more resilient than any of them	yet he has proved
We were out of the box	Until now it had sat idle	until now it had sat
Nobody has any credible estimate	But the stock market swings have continued	but the stock market swings
The woman had nearly died	It seeks unspecified money damages	it seeks damages
He has too readily swallowed the case for the activist law school culture	The problem here is not in the concept but in its lack of discrimination	the problem not concept lack discrimination
Some abortion advocates have been asking themselves this very question	There is hope of change	there is hope
Other network applications have very different goals	Panda Motors is one such investment	panda motors is
The end of the marriage was at hand	Athena eventually acquired exclusive rights to the technology and currently is developing it	athena acquired technology
Craig Torres and Anne Newman contributed to this article	These revised figures also may explain some of the recent strength of the dollar	these revised figures also may explain some of the recent strength of the
An assassin in Colombia killed a federal judge on a Medellin street	Ads for England are artsy and irreverent	ads for england are artsy and
Even claims against individuals and companies face significant roadblocks	Arm troubles forced him back to the minors the next year	arm troubles forced back next year
The rise matches that of the Dow Jones industrials this year	In most cases damage to company facilities and operations was minimal	in most cases damage to company facilities and operations
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Many hairline cracks in the concrete slabs afterwards	many cracks in concrete afterwards
Most of the loans in question are to Third World countries in South America	The August drop was the fourth decline in five months	august drop fourth decline five months
He expects the price for that product to rise even more next year	Some Wall Street firms monitor for recordkeeping purposes	some wall street firms monitor for purposes
The outlook for corporate earnings is fairly bleak	The issues of companies with ties to the junk bond market also tumbled Friday	companies with ties to junk bond market tumbled friday
