demonstration	test_sentence	response
Traders are already buckling their seat belts	Only now is it undergoing a badly needed facelift	only now is it
The answer will be obvious	He lived with her	he lived
They lied to me on the recruiting trip	Risk is also a function of time	risk is
Rents have soared along with house prices	Evidence of the growing Japanese demand for mortgage securities abounds	evidence of the growing japanese demand for mortgage securities
But the move lagged a stronger rise in New York Stock Exchange issues	The centers normally are closed through the weekend	the centers normally are closed through
Ski promotions have traditionally avoided the touchy issue of safety	The pilots argued that this triggered a pay raise for them	the pilots argued that this triggered pay raise for them
The Pentagon is a haunted house	Steppenwolf needs the extra seats even more than the fly space	steppenwolf needs the extra seats
Other magazine publishing companies have been moving in the same direction	But a flurry of late trading yesterday beefed up prices	but a flurry of late trading yesterday
An American journalist now is standing trial in Namibia	Craig Forman in London contributed to this article	craig forman in london
Athena eventually acquired exclusive rights to the technology and currently is developing it	Some lagging competitors even may leave the personal computer business altogether	some competitors leave computer business
An assassin in Colombia killed a federal judge on a Medellin street	The remainder of the house leans precariously against a sturdy oak tree	the remainder of the house leans precariously against
These revised figures also may explain some of the recent strength of the dollar	Every major maker offers computers with color displays	every major maker offers computers
Demand will come first from programming production companies and then from television stations	The final maturity is in five years	the final maturity is in five
Ski promotions have traditionally avoided the touchy issue of safety	But markets can operate with greater or lesser efficiency	but markets can operate with greater or lesser
Some abortion advocates have been asking themselves this very question	South African gold stocks closed higher	south african gold stocks closed
An assassin in Colombia killed a federal judge on a Medellin street	The final maturity is in five years	the final maturity is in
Percentage differences based on daily sales rate rather than sales volume	Cost is a key consideration because of the global sweep of the financial markets	cost key global financial markets
Utilities management is a major commercial niche	Labor problems top the list	labor problems
It also lowered some air fares	The timing for change was right	the timing
Some even see a silver lining in the dark clouds	Giant has interests in cement making and newsprint	giant has interests in
October is a critical month for the privatization program	But the market turmoil could be partially beneficial for some small businesses	but the market turmoil
Most sleep on the floor	But then the noise turned into a roar	but then the noise turned into
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The expansion is subject to approval by federal and Wisconsin environmental regulators	the expansion is subject to approval
Our teachers are not an important factor in our educational crisis	In a porous wicker basket	in a porous wicker
