original	label	prediction
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The students look at the complex equation	the students look at the complex equation	fail to follow
His parents rushed to his side	his parents rushed to his side	his parents rushed
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
the rest students sat on the ground	the rest students sat on	the rest students sat
A picture hangs at his study	a picture hangs at his study	a picture hangs
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
The accident happened on Saturday night	The accident happened on	the accident happened
the old man looked at the window	the old man looked at the window	the old man looked
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The accident happened on Saturday night	The accident happened on	fail to follow
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks
A picture hangs at his study	a picture hangs at his study	a picture hangs
His father died of a heart attack	His father died of	his father died
His parents rushed to his side	his parents rushed to his side	his parents rushed
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points to
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy
the rest students sat on the ground	the rest students sat on	the rest students sat
The accident happened on Saturday night	The accident happened on	the accident happened
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
His family lived in an old farmhouse	His family lived in	his family lived
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses
