demonstration	test_sentence	response
An American journalist now is standing trial in Namibia	But the brand had trouble from the start	but the brand had trouble
She was as cool as a cucumber	Bill and Bonnie Quinlan are among the first beneficiaries of the new findings	bill and bonnie quinlan are among the first beneficiaries of the new
Federal Paper Board sells paper and wood products	But they will have disappointing returns or even losses if interest rates rise instead	but they will have disappointing returns
Utilities management is a major commercial niche	The market has grown relatively quiet since the China crisis	the market has grown
The trial begins today in federal court in Philadelphia	Conversation was subdued as most patrons watched the latest market statistics on television	conversation was subdued as most patrons watched on television
Other network applications have very different goals	Four of those insiders sold more than half their holdings	four of those insiders sold
The company also faces delisting by the National Association of Securities Dealers	The company also makes optical character recognition equipment	also makes
Craig Forman in London contributed to this article	At least half that growth will have come in the past three years alone	past three years alone
The embryo had progressed only to a clump of eight identical cells	But they fell sharply	fail to follow
Percentage differences based on daily sales rate rather than sales volume	But he has been getting heat from all sides over program trading	but he has been getting heat
Nobody has any credible estimate	But many of these stocks have now become expensive	but many of these
He has too readily swallowed the case for the activist law school culture	Virtually every automotive analyst in New York showed up	virtually every new york showed up
The Senate will probably vote not long afterward	Panic frequently results in irrational behavior	panic behavior
Nissan created its quake ad in a weekend	Some of these ideas are again under consideration in Congress	some of these ideas are under consideration
Ski promotions have traditionally avoided the touchy issue of safety	It all started with geography	it all started with geo
Discouragement feeds on itself	And most of us waited for a while for the game to start	most of us waited for game start
Demand will come first from programming production companies and then from television stations	Guarantee by Industrial Bank of Japan	guarantee by industrial bank of
Our teachers are not an important factor in our educational crisis	It was the highest bid in history for a work of art	it was the highest bid in history for a work of
Discouragement feeds on itself	That brought a chain reaction in the industry	that brought a chain
Even claims against individuals and companies face significant roadblocks	This is partly due to the particular demands of the crop	this is due to demands of the crop
Other network applications have very different goals	The estimate includes the results of new stores	the estimate includes the results of new
The rise matches that of the Dow Jones industrials this year	The trip from the test tube was not without snags	the trip from the tube snags
President Bush signed a disaster declaration covering seven Northern California counties	Stocks rose slightly as trading activity slowed from the frenzied pace earlier this week	stocks rose slightly
Other network applications have very different goals	Craig Torres and Anne Newman contributed to this article	craig torres and anne newman
