demonstration	test_sentence	response
The answer will be obvious	The company expects all branches to reopen today	the company expects all branches
The commercial was absolutely silent	Tokyo stocks rebounded Tuesday from two consecutive daily losses in relatively active dealings	tokyo stocks rebounded tuesday
He has too readily swallowed the case for the activist law school culture	They long made little effort here	they long
The trial begins today in federal court in Philadelphia	The Fed has assumed a similar responsibility in the market for government securities	the fed has assumed a similar responsibility in the market for securities
The legal fight was the subject of a Wall Street Journal story yesterday	Inco shares fell after the announcements	inco shares fell after
But the Rockefeller investment is its largest	Expansion plans also include acquisitions in growing foreign markets	expansion plans also include acquisitions
She was as cool as a cucumber	There is a lot of waste	there is a lot of
Analysts expect further jitters this week	He expects Citicorp to take a similar step this year	he expects citicorp
Utilities management is a major commercial niche	But Japanese bonds ended weaker	but japanese bonds ended
Delayed financings also would affect the operations of many companies	By the end of the century scientists had embraced the system	by end of century scientists had embraced system
Some equipment going to work is almost new	Not all Poles are pleased	not all poles are
That cost rises in times of high market volatility	They currently have large orders for cargo planes	they have orders for planes
He does this in at least three of his solo pieces	Market Data Retrieval is a compiler of educational information and provides related services	market data retrieval
It also lowered some air fares	The dollar was mixed	the dollar was
The company earns about half its revenue overseas and plans further expansion	The increased demand would normalize trading and stabilize prices	the increased demand and stabilize prices
This is an index fund with a bet	The spinoff should solve a problem for the parent	the spinoff should solve a problem
But the brand had trouble from the start	It is a quick fix for a complex problem	it is a quick fix for a complex
But slow sales forced Ford to kill the brand just last week	Timber stocks got a big boost	timber got big boost
The woman had nearly died	Trading volume was only modestly higher than normal	trading volume was
The company develops and markets products for the food service industry	But the deal fell apart last week for lack of financing	but the deal fell apart last week
Discouragement feeds on itself	The struggle over capital gains is the most important game in town	struggle over gains game
Some equipment going to work is almost new	No lawyers or tape recorders were present	no lawyers or tape recorders were
The woman had nearly died	But there is a grimly ironic twist to the Columbia loss	but there is a twist
The bond market was unmoved by the economic statistics	He expects the price for that product to rise even more next year	he expects the price for that product to rise even more
