original	label	prediction
The accident happened on Saturday night	The accident happened on	the accident happened
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The students look at the complex equation	the students look at the complex equation	the students look at
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
His father died of a heart attack	His father died of	his father died
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The thick essay lies on the shelf	the thick essay lies on the shelf	the thick essay lies
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on the branch
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
His father died of a heart attack	His father died of	his father died
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	the secret letter lies
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
A picture hangs at his study	a picture hangs at his study	a picture hangs
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays in the vault
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
His family lived in an old farmhouse	His family lived in	his family lived
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
