demonstration	test_sentence	response
Expansion plans also include acquisitions in growing foreign markets	The gap between winners and laggards will grow	the gap between winners and laggards will
The embryo had progressed only to a clump of eight identical cells	News of the bid drew sharp criticism from other computer companies and industry observers	news of the bid drew
This is an index fund with a bet	The position of chief operating officer is new	the position of chief operating officer is
The end of the marriage was at hand	The thrift and the holders had suspended their lawsuits as part of the agreement	fail to follow
The commercial was absolutely silent	Now the Alley has moved ahead on both artistic and financial fronts	now the alley has moved ahead
The competitive sniping can get pretty petty at times	There was no immediate estimate of damage from the company	there was no immediate estimate
The infusion of activists can bring a clash of cultures	That injunction resulted from litigation between Temple and Sea Containers last May	fail to follow
The third principal in the South Gardens adventure did have garden experience	Joanne Lipman contributed to this article	joanne lipman contributed
The plan lacked a withdrawal timetable	They long made little effort here	they long made
The House version would raise slightly more	All that now has changed	all that now
Only a few books fell in the reading room	But markets can operate with greater or lesser efficiency	but markets can operate with
The infusion of activists can bring a clash of cultures	It was a jarring day for investors in Genetics Institute	it was a day for investors in genetics institute
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	The merger is subject to regulatory clearance and a definitive agreement	the merger is subject to clearance and an agreement
Ski promotions have traditionally avoided the touchy issue of safety	And most of us waited for a while for the game to start	and most of us waited for a while for the game to
Sierra Tucson operates an addiction treatment center	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned pacific bell network improvements
But the Rockefeller investment is its largest	But the market is changing	but the market is
And she has this inexhaustible energy	The trial begins today in federal court in Philadelphia	the trial begins today
The outlook for corporate earnings is fairly bleak	The Panamanian affair is only the tip of a more alarming iceberg	the panamanian affair is only the tip of iceberg
Another poked a hole in the heel of his shoe	Our international efforts were far greater than ever before	our international efforts were far greater
William Coors is their uncle	Fannie Mae makes a secondary market in home loans	fannie mae makes a market
Most sleep on the floor	Some are even coming up with their own novel designs	some are even coming up with their own novel
Most sleep on the floor	Recession fears are springing up again among investors	recession fears springing up investors
It blames most of these on Fatah	It all adds up to a cold winter here	all adds up cold winter here
We do not depend on pharmaceutical companies for our support	Charlie Brown is selling out	charlie brown
