demonstration	test_sentence	response
The company earns about half its revenue overseas and plans further expansion	The Vatican was in the red last year	the vatican last year
Your story is an insult to the citizens of the Mississippi Delta	Silicon Valley heaved a sigh of relief yesterday	silicon valley heaved a sigh of yesterday
The film makers have couched this offensive idea in pretty packaging	No such statement appears on the tapes	no such statement appears
She was as cool as a cucumber	Buyers stepped in to the futures pit	buyers stepped in to the
Our teachers are not an important factor in our educational crisis	People start their own businesses for many reasons	people start their own businesses for many
Nobody has any credible estimate	Other analysts are nearly as pessimistic	other analysts are
Sierra Tucson operates an addiction treatment center	Analysts expect further jitters this week	analysts expect
The answer will be obvious	And taxpayer groups are urging legislation in many other states	and taxpayer groups urging legislation in other states
Another poked a hole in the heel of his shoe	The selling by money managers and individual investors is turning traders bearish as well	the selling turning traders bearish
She was as cool as a cucumber	Flesh goes to total alert for flight or fight	flesh goes to
Craig Torres and Anne Newman contributed to this article	Stock prices fell sharply in active trading	stock prices fell sharply in
Craig Torres and Anne Newman contributed to this article	The House version of the bill does include the tax cut	the house version of the bill does include
She was as cool as a cucumber	It made my shoelaces dance with terror	it made my shoelaces
It blames most of these on Fatah	The tribe is one of the poorest in the Pacific Northwest	the tribe one of poorest pacific northwest
Federal Paper Board sells paper and wood products	The British government also strongly opposes the charter in its current form	the british government also strongly opposes
The trial begins today in federal court in Philadelphia	She has also served on several task forces on acquired immune deficiency syndrome	fail to follow
Rents have soared along with house prices	These securities are attractive to Japanese investors for three reasons	these securities are attractive to japanese investors for
That cost rises in times of high market volatility	We had great success in Somalia	we had great success in
The rise matches that of the Dow Jones industrials this year	This is an index fund with a bet	this is an index fund
An assassin in Colombia killed a federal judge on a Medellin street	Traders can vary their strategies and execute their orders in any one of them	traders can vary their strategies and execute their orders in any one of
Analysts expect further jitters this week	Union officials have taken a beating politically as a result	union officials have taken a beating
Athena eventually acquired exclusive rights to the technology and currently is developing it	But in this case the needle has a very sharp point	fail to follow
Traders are already buckling their seat belts	Fund selling also picked up at that point	fund selling also
William Coors is their uncle	But then they wake up to a nightmare	but then they wake up
