original	label	prediction
The students look at the complex equation	the students look at the complex equation	the students look at
A picture hangs at his study	a picture hangs at his study	a picture hangs
A lost puppy walks towards the city park	a lost puppy walks towards the city park	fail to follow
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
His parents rushed to his side	his parents rushed to his side	his parents rushed
The small boat stays in the calm lake	the small boat stays in the calm lake	the small boat stays
the old man looked at the window	the old man looked at the window	the old man looked
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
The students look at the complex equation	the students look at the complex equation	the students look at
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
The bird rests on the sturdy branch	the bird rests on the sturdy branch	the bird rests on the branch
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
His father died of a heart attack	His father died of	his father died
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The story begins in a small town	the story begins in a small town	the story begins
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
the old man looked at the window	the old man looked at the window	the old man looked
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels
Most people live in rural areas	Most people live in	most people live
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
