demonstration	test_sentence	response
President Bush signed a disaster declaration covering seven Northern California counties	Compound yields assume reinvestment of dividends and that current yields continue for a year	compound yields assume reinvestment of dividends
The outlook for corporate earnings is fairly bleak	It has more drug users than Boston has people	fail to follow
He has too readily swallowed the case for the activist law school culture	Biotechnology issues were strong	biotechnology strong
Analysts expect further jitters this week	Prices of Treasury bonds tumbled in moderate to active trading	prices of treasury bonds tumbled
Some found it on the screen of a personal computer	One apparent side effect is a minor increase in a brain hormone	one apparent side effect is a minor increase
Expansion plans also include acquisitions in growing foreign markets	The end of the marriage was at hand	the end of the marriage
The pilots argued that this triggered a pay raise for them	But the production is the equal of any local program	but the production is the equal
The investors range from elderly widows to affluent professionals	Civil suits against planners by clients seeking recovery of funds are increasingly common	fail to follow
Our teachers are not an important factor in our educational crisis	Other magazine publishing companies have been moving in the same direction	other magazine publishing companies have been moving in
This is an index fund with a bet	Mazda makes the Tracer for Ford	mazda makes the tracer
Sonja Steptoe and David Wilson contributed to this article	The joke here is that the Giants lost by de fault	the joke here is that the giants lost by de
Craig Torres and Anne Newman contributed to this article	Some Wall Street firms monitor for recordkeeping purposes	some wall street firms monitor for
Utilities management is a major commercial niche	There are still bulls out there	there are still
Some equipment going to work is almost new	Some analysts remain bullish	some analysts remain
The film makers have couched this offensive idea in pretty packaging	Portrait studios have also latched onto the trend	portrait studios have also latched onto
The bond market was unmoved by the economic statistics	Some companies are cutting costs and hoping for the best	some companies are cutting costs and hoping
But slow sales forced Ford to kill the brand just last week	The insurance adjusters think differently	fail to follow
An assassin in Colombia killed a federal judge on a Medellin street	The mask cuts to the quick	the mask cuts to
We do not depend on pharmaceutical companies for our support	One building in Palo Alto may be damaged beyond repair	one building
The most pressing problem was the suspension of options trading	He does this in at least three of his solo pieces	he does this
We were out of the box	Friday brings the final count on October auto sales	friday brings the final count
The most pressing problem was the suspension of options trading	It is also planning another night of original series	it is also planning
Another poked a hole in the heel of his shoe	Foreign bonds surged as the dollar weakened against most major currencies	foreign bonds surged as the dollar weakened
Sierra Tucson operates an addiction treatment center	The state of New Hampshire has favored that plan	new hampshire has favored
