demonstration	test_sentence	response
Sierra Tucson operates an addiction treatment center	Banks may contribute more senior debt	banks may contribute more
Analysts expect further jitters this week	It adds something to the market	it adds to the market
We do not depend on pharmaceutical companies for our support	Industry observers expect a wide divergence in performance	industry observers expect
The most pressing problem was the suspension of options trading	Two election commission members opposed the matching plans	two election commission members opposed
Other forms of red tape are more pervasive	Risk is also a function of time	risk is a function of time
That cost rises in times of high market volatility	That caused a brief period of panic selling of stocks on the Big Board	that caused a brief period of panic selling of stocks
Investors welcomed the move	Inco shares fell after the announcements	inco shares fell
And she has this inexhaustible energy	Manville is a building and forest products concern	manville is a building
The pilots argued that this triggered a pay raise for them	But such caution is no guarantee against mistakes	but such caution is no guarantee
Most sleep on the floor	Mazda makes the Tracer for Ford	mazda makes the tracer
Rents have soared along with house prices	Big withdrawals from the junk funds have continued this month	big withdrawals from the junk funds have continued this
The Bakersfield Supermarket went out of business last May	The company is facing a takeover proposal from the financier Sir James Goldsmith	the company is facing a takeover proposal
October is a critical month for the privatization program	The final maturity is in five years	the final
The woman had nearly died	This measure had dropped sharply in August	this measure had
But the Rockefeller investment is its largest	Soon she was running the office	soon she was
London shares closed moderately lower in thin trading	Officials at Mellon Capital were unavailable for comment	officials at mellon capital
The third principal in the South Gardens adventure did have garden experience	The public is still cautious	the public is still
The Pentagon is a haunted house	Competition and mounting insurance and equipment costs have been the undoing of many resorts	fail to follow
Percentage differences based on daily sales rate rather than sales volume	The Diet plays a minor role compared with the powerful bureaucratic system	diet minor role compared bureaucratic system
The West Germans then took over and finally found Markus Hess	The timing for change was right	the timing for change was
The third principal in the South Gardens adventure did have garden experience	Advertisers are showing interest	advertisers are showing
William Coors is their uncle	Companies added capacity furiously	companies added
We had great success in Somalia	Corporate due process appeals to management for a variety of reasons	corporate due process appeals
They lied to me on the recruiting trip	The move reflected the growing confidence of the revamped Supreme Soviet	the move reflected
