original	label	prediction
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
His parents rushed to his side	his parents rushed to his side	his parents rushed
The young boy looks at the toy store window	the young boy looks at the toy store window	the young boy looks at
The story begins in a small town	the story begins in a small town	the story begins
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
A picture hangs at his study	a picture hangs at his study	a picture hangs
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	fail to follow
The little girl walks towards the living room	the little girl walks towards the living room	fail to follow
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The accident happened on Saturday night	The accident happened on	the accident happened
Most people live in rural areas	Most people live in	most people live
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
Many squirrels live in the oak tree	many squirrels live in the oak tree	many squirrels live
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
the rest students sat on the ground	the rest students sat on	the rest students sat
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	fail to follow
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
Most people live in rural areas	Most people live in	most people live in
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A full moon appeared in the dark night sky	a full moon appeared in the dark night sky	a full moon appeared
A picture hangs at his study	a picture hangs at his study	a picture hangs
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
