demonstration	test_sentence	response
Discouragement feeds on itself	Buyers stepped in to the futures pit	buyers stepped
These people have different agendas	The thrift and the holders had suspended their lawsuits as part of the agreement	the thrift and the holders had suspended
Ski promotions have traditionally avoided the touchy issue of safety	The third principal in the South Gardens adventure did have garden experience	the third principal in the south gardens adventure did have experience
Our teachers are not an important factor in our educational crisis	Most earn high ratings from credit agencies	most earn high ratings from
Craig Forman in London contributed to this article	The bikes are unwelcome on trails in national parks	the bikes in national parks
An American journalist now is standing trial in Namibia	Repeat customers also can purchase luxury items at reduced prices	repeat customers also can purchase
The West Germans then took over and finally found Markus Hess	Electronic gimmicks are key	electronic gimmicks are
Delayed financings also would affect the operations of many companies	The bikes are unwelcome on trails in national parks	the bikes unwelcome on trails in national parks
But the move lagged a stronger rise in New York Stock Exchange issues	The fallout for investors lately has been painful	the fallout for investors lately has been
That cost rises in times of high market volatility	Fannie Mae makes a secondary market in home loans	fannie mae makes a market in
Your story is an insult to the citizens of the Mississippi Delta	Several other Japanese companies and regional governments have sent aid to San Francisco	fail to follow
Utilities management is a major commercial niche	Poachers would control the underground trade	poachers would control
Most of the loans in question are to Third World countries in South America	The dispute was the subject of a Wall Street Journal article in August	the dispute was a wall street journal article in august
But the Rockefeller investment is its largest	He also leads an opulent life style	he also leads an opulent lifestyle
The outlook for corporate earnings is fairly bleak	The issue here may be the soundness of the guarantee	here may be the soundness of the guarantee
Craig Forman in London contributed to this article	But there are grounds for complaint	for complaint
He does this in at least three of his solo pieces	It adds something to the market	it adds something
These people have different agendas	The failed rights issue also should have a modest impact on British Air shares	the failed rights issue also should have
The third principal in the South Gardens adventure did have garden experience	By the end of the century scientists had embraced the system	by the end of the century scientists had embraced
These people have different agendas	They looked at the miniature and saw a giant folly	they looked at the miniature and saw
Motorola is fighting back against junk mail	And it left mixed signals for London	and it left mixed signals for
It also lowered some air fares	But they attribute much of the weakness to customer inventory reductions	but they attribute much of the weakness
Some found it on the screen of a personal computer	The bikes are unwelcome on trails in national parks	the bikes unwelcome on trails in national parks
He does this in at least three of his solo pieces	The bank is now aggressively marketing retail services at its domestic branches	bank marketing services at branches
