demonstration	test_sentence	response
Federal Paper Board sells paper and wood products	Illinois Company Investments had been trimming its ranks until last summer	illinois company investments had been trimming
It blames most of these on Fatah	News of the bid drew sharp criticism from other computer companies and industry observers	news of bid drew sharp from other companies and observers
Both issues are among the most popular with individual investors	Other scandal survivors are sometimes the best source of solace	other scandal survivors are sometimes
Craig Forman in London contributed to this article	State loan guarantees are rarely a source of controversy	loan guarantees are rarely a source of controversy
That cost rises in times of high market volatility	But many of these stocks have now become expensive	but many of these stocks have now become
These people have different agendas	Nor does it cover the entire portfolio	nor does it
It also lowered some air fares	Most of us know a sucker	most of us know
The Senate will probably vote not long afterward	But Mexico urgently needs more help	mexico needs more help
Demand will come first from programming production companies and then from television stations	Brand loyalty was stronger among older consumers in the Journal survey	fail to follow
These revised figures also may explain some of the recent strength of the dollar	The board will be made up of seven directors of each holding company	the board will be made up of seven directors
Expansion plans also include acquisitions in growing foreign markets	The legal fight was the subject of a Wall Street Journal story yesterday	the legal fight was the subject of a
They lied to me on the recruiting trip	President Reagan vetoed this as a First Amendment violation	president reagan vetoed this
The measure also includes spending cuts and increases in federal fees	Institutional buyers were the main force pushing blue chips higher	institutional buyers were main force pushing chips higher
We do not depend on pharmaceutical companies for our support	Paper companies concede that business has been off recently	paper companies
Sierra Tucson operates an addiction treatment center	The two sides also traded accusations about the cost of the Packwood plan	the two sides also traded accusations
Expansion plans also include acquisitions in growing foreign markets	Foreign auto makers are taking the Tokyo Motor Show more seriously than ever	foreign auto makers are taking the tokyo motor show
Officials at Goldman Sachs and Salomon Brothers were unavailable for comment	In Greater Israel more than half the children under six are Muslims	in greater israel more than half the children under six
Total return is price changes plus interest income	That injunction resulted from litigation between Temple and Sea Containers last May	that injunction resulted from litigation last may
Craig Forman in London contributed to this article	Bill and Bonnie Quinlan are among the first beneficiaries of the new findings	fail to follow
Radio programs and books have followed the daily television show	The appointments are part of a planned succession at the company	the appointments are
Utilities management is a major commercial niche	She expects both revenue and profit to gain this year	she expects
The company also faces delisting by the National Association of Securities Dealers	All this is causing convulsions in professional football	all this is causing
Athena eventually acquired exclusive rights to the technology and currently is developing it	But such spots can be too soft	but such spots can be too
Another poked a hole in the heel of his shoe	But the new lens became the eye of a storm	but the new lens became the eye of
