original	label	prediction
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
the rest students sat on the ground	the rest students sat on	the rest sat
The story begins in a small town	the story begins in a small town	fail to follow
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
His father died of a heart attack	His father died of	his father died
A gentleman walks towards the bustling cafe	a gentleman walks towards the bustling cafe	a gentleman walks towards
The rare artifact stays in the secured vault	the rare artifact stays in the secured vault	the rare artifact stays
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
His family lived in an old farmhouse	His family lived in	his family
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the fresh linens lie
A picture hangs at his study	a picture hangs at his study	a picture hangs
the old man looked at the window	the old man looked at the window	fail to follow
A picture hangs at his study	a picture hangs at his study	a picture hangs
The students look at the complex equation	the students look at the complex equation	the students look at
Most people live in rural areas	Most people live in	most people live
The students look at the complex equation	the students look at the complex equation	fail to follow
The story begins in a small town	the story begins in a small town	the story begins
The bird rests on the sturdy branch	the bird rests on the sturdy branch	fail to follow
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
The great artist died from a serious illness	the great artist died from a serious illness	the great artist died
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
