demonstration	test_sentence	response
Nobody has any credible estimate	Estimated volume was a heavy seven million ounces	estimated volume was
Both issues are among the most popular with individual investors	Accepted theories of asset pricing offer a perfectly legitimate explanation	accepted theories of asset pricing
Some abortion advocates have been asking themselves this very question	At least it has a little dash	at least it has a little
He does this in at least three of his solo pieces	And taxpayer groups are urging legislation in many other states	taxpayer groups urging legislation in other states
Delayed financings also would affect the operations of many companies	The deal requires regulatory and shareholder approval	fail to follow
There are a few ramshackle fishing towns with quiet atolls of resort houses nearby	Jeff Rowe contributed to this article	jeff rowe to this article
President Bush signed a disaster declaration covering seven Northern California counties	Other scandal survivors are sometimes the best source of solace	other scandal survivors
Radio programs and books have followed the daily television show	Output of business equipment was unchanged in September	output of business equipment
The answer will be obvious	The Vatican was in the red last year	the vatican was
The end of the marriage was at hand	Both executives left the company after clashes with Chairman Ralph Ingersoll Jr	executives left company after clashes with chairman ralph ingersoll jr
He has too readily swallowed the case for the activist law school culture	He gave no further details	no details
The answer will be obvious	Craig Torres and Anne Newman contributed to this article	craig torres and anne newman
But the brand had trouble from the start	He is warm and polished before a Puerto Rican Congress in Asbury Park	he is warm and polished before a puerto rican congress in asbury
Other network applications have very different goals	Some business analysts blame the problem on tough competition in the insurance market	some business analysts blame the problem
She was as cool as a cucumber	Advertisers attribute this shared loyalty to the striking similarity among brands	advertisers attribute this shared loyalty to the striking similarity
Discouragement feeds on itself	And his outlook improved after successful cataract surgery in August	and his outlook improved
An assassin in Colombia killed a federal judge on a Medellin street	It all adds up to a cold winter here	it all adds up to a cold winter
But the move lagged a stronger rise in New York Stock Exchange issues	Bond prices posted strong gains as investors went on a bargain hunt	bond prices posted strong gains as investors went on a
Nobody has any credible estimate	He also mentioned increased capital investment by Pacific Bell for network improvements	he also mentioned
Traders are already buckling their seat belts	But the firm has never had a day like yesterday	but the firm has never had a day like
Some even see a silver lining in the dark clouds	Craig Torres and Anne Newman contributed to this article	cra torres and newman contributed
The rise matches that of the Dow Jones industrials this year	The scientists have experimented on the tiny neck arteries of rats	the scientists have experimented on the tiny neck arteries
Some equipment going to work is almost new	The bikes are unwelcome on trails in national parks	bikes unwelcome trails national parks
Some equipment going to work is almost new	The centers normally are closed through the weekend	the centers normally closed weekend
