original	label	prediction
The accident happened on Saturday night	The accident happened on	the accident happened
The secret letter lies on the old wooden desk	the secret letter lies on the old wooden desk	fail to follow
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	fail to follow
His family lived in an old farmhouse	His family lived in	his family lived
The road sign points to the nearest exit	the road sign points to the nearest exit	the road sign points
The fresh linens lie in the laundry basket	the fresh linens lie in the laundry basket	the linens lie
His family lived in an old farmhouse	His family lived in	his family lived
the old guests sat at the dinner table	the old guests sat at the dinner table	the old guests sat
The old map points to a hidden treasure	the old map points to a hidden treasure	the old map points
The accident happened on Saturday night	The accident happened on	the accident happened
His family lived in an old farmhouse	His family lived in	his family lived
Most people live in rural areas	Most people live in	most people live
His parents rushed to his side	his parents rushed to his side	his parents rushed
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation
The fragile vase stays on the top shelf	the fragile vase stays on the top shelf	the fragile vase stays
His father died of a heart attack	His father died of	his father died
His glasses lie on the bedside table	his glasses lie on the bedside table	his glasses lie
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
The little girl walks towards the living room	the little girl walks towards the living room	the little girl walks
A surprising revelation happened on their wedding anniversary	a surprising revelation happened on their wedding anniversary	a surprising revelation happened
the old man looked at the window	the old man looked at the window	the old man looked
The golden treasure lies in the dense jungle	the golden treasure lies in the dense jungle	the golden treasure lies
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
A lost puppy walks towards the city park	a lost puppy walks towards the city park	a lost puppy walks
